
strips-movie-x-3,IPP,10,7,
strips-movie-x-3,BLACKBOX,14,7,
strips-movie-x-3,STAN,19,7,
strips-movie-x-3,HSP,2144,7,
strips-movie-x-4,IPP,10,7,
strips-movie-x-4,BLACKBOX,16,7,
strips-movie-x-4,STAN,20,7,
strips-movie-x-4,HSP,2188,7,
strips-movie-x-5,IPP,10,7,
strips-movie-x-5,BLACKBOX,18,7,
strips-movie-x-5,STAN,21,7,
strips-movie-x-5,HSP,2208,7,
strips-movie-x-6,IPP,10,7,
strips-movie-x-6,BLACKBOX,20,7,
strips-movie-x-6,STAN,22,7,
strips-movie-x-6,HSP,2617,7,
strips-movie-x-7,IPP,20,7,
strips-movie-x-7,STAN,22,7,
strips-movie-x-7,BLACKBOX,22,7,
strips-movie-x-7,HSP,2316,7,
strips-movie-x-8,IPP,20,7,
strips-movie-x-8,STAN,23,7,
strips-movie-x-8,BLACKBOX,24,7,
strips-movie-x-8,HSP,2315,7,
strips-movie-x-9,STAN,25,7,
strips-movie-x-9,BLACKBOX,26,7,
strips-movie-x-9,HSP,2357,7,
strips-movie-x-10,IPP,10,7,
strips-movie-x-10,STAN,26,7,
strips-movie-x-10,BLACKBOX,29,7,
strips-movie-x-10,HSP,2511,7,
strips-movie-x-11,STAN,27,7,
strips-movie-x-11,IPP,30,7,
strips-movie-x-11,BLACKBOX,30,7,
strips-movie-x-11,HSP,2427,7,
strips-movie-x-12,STAN,28,7,
strips-movie-x-12,IPP,30,7,
strips-movie-x-12,BLACKBOX,32,7,
strips-movie-x-12,HSP,2456,7,
strips-movie-x-13,IPP,20,7,
strips-movie-x-13,STAN,29,7,
strips-movie-x-13,BLACKBOX,36,7,
strips-movie-x-13,HSP,3070,7,
strips-movie-x-14,IPP,30,7,
strips-movie-x-14,STAN,31,7,
strips-movie-x-14,BLACKBOX,35,7,
strips-movie-x-14,HSP,2573,7,
strips-movie-x-15,IPP,30,7,
strips-movie-x-15,STAN,32,7,
strips-movie-x-15,BLACKBOX,38,7,
strips-movie-x-15,HSP,2577,7,
strips-movie-x-16,IPP,10,7,
strips-movie-x-16,STAN,34,7,
strips-movie-x-16,BLACKBOX,39,7,
strips-movie-x-16,HSP,2699,7,
strips-movie-x-17,IPP,30,7,
strips-movie-x-17,STAN,35,7,
strips-movie-x-17,BLACKBOX,41,7,
strips-movie-x-17,HSP,2645,7,
strips-movie-x-18,IPP,10,7,
strips-movie-x-18,STAN,37,7,
strips-movie-x-18,BLACKBOX,43,7,
strips-movie-x-18,HSP,2686,7,
strips-movie-x-19,IPP,30,7,
strips-movie-x-19,STAN,39,7,
strips-movie-x-19,BLACKBOX,45,7,
strips-movie-x-19,HSP,2727,7,
strips-movie-x-20,IPP,20,7,
strips-movie-x-20,STAN,40,7,
strips-movie-x-20,BLACKBOX,47,7,
strips-movie-x-20,HSP,2787,7,
strips-movie-x-21,IPP,20,7,
strips-movie-x-21,STAN,42,7,
strips-movie-x-21,BLACKBOX,49,7,
strips-movie-x-21,HSP,2834,7,
strips-movie-x-22,IPP,20,7,
strips-movie-x-22,STAN,45,7,
strips-movie-x-22,BLACKBOX,51,7,
strips-movie-x-22,HSP,2834,7,
strips-movie-x-23,IPP,20,7,
strips-movie-x-23,STAN,48,7,
strips-movie-x-23,BLACKBOX,53,7,
strips-movie-x-23,HSP,2866,7,
strips-movie-x-24,IPP,20,7,
strips-movie-x-24,STAN,50,7,
strips-movie-x-24,BLACKBOX,55,7,
strips-movie-x-24,HSP,3341,7,
strips-movie-x-25,IPP,30,7,
strips-movie-x-25,STAN,52,7,
strips-movie-x-25,BLACKBOX,57,7,
strips-movie-x-25,HSP,2997,7,
strips-movie-x-26,IPP,40,7,
strips-movie-x-26,STAN,54,7,
strips-movie-x-26,BLACKBOX,58,7,
strips-movie-x-26,HSP,3013,7,
strips-movie-x-27,IPP,50,7,
strips-movie-x-27,STAN,57,7,
strips-movie-x-27,BLACKBOX,60,7,
strips-movie-x-27,HSP,3253,7,
strips-movie-x-28,IPP,40,7,
strips-movie-x-28,STAN,62,7,
strips-movie-x-28,BLACKBOX,63,7,
strips-movie-x-28,HSP,3049,7,
strips-movie-x-29,IPP,50,7,
strips-movie-x-29,STAN,64,7,
strips-movie-x-29,BLACKBOX,64,7,
strips-movie-x-29,HSP,3384,7,
strips-movie-x-30,IPP,40,7,
strips-movie-x-30,BLACKBOX,66,7,
strips-movie-x-30,STAN,67,7,
strips-movie-x-30,HSP,3127,7,
strips-mprime-x-1,BLACKBOX,856,9,
strips-mprime-x-1,STAN,2451,11,
strips-mprime-x-1,HSP,3662,5,
strips-mprime-x-1,IPP,3480,11,
strips-mprime-x-2,STAN,2839,13,
strips-mprime-x-2,BLACKBOX,6470,9,
strips-mprime-x-2,IPP,21910,9,
strips-mprime-x-2,HSP,110100,12,
strips-mprime-x-3,BLACKBOX,882,4,
strips-mprime-x-3,HSP,5629,4,
strips-mprime-x-3,IPP,6320,5,
strips-mprime-x-3,STAN,10195,6,
strips-mprime-x-4,BLACKBOX,836,9,
strips-mprime-x-4,HSP,3191,10,
strips-mprime-x-4,IPP,3720,12,
strips-mprime-x-4,STAN,40,-1,
strips-mprime-x-5,STAN,1289,15,
strips-mprime-x-5,IPP,10420,11,
strips-mprime-x-5,BLACKBOX,20000,-1,
strips-mprime-x-7,STAN,1345,6,
strips-mprime-x-7,IPP,5240,5,
strips-mprime-x-7,BLACKBOX,1707,-1,
strips-mprime-x-7,HSP,2405,-1,
strips-mprime-x-8,BLACKBOX,2843,7,
strips-mprime-x-8,HSP,23830,7,
strips-mprime-x-8,IPP,31990,10,
strips-mprime-x-8,STAN,4004,-1,
strips-mprime-x-9,BLACKBOX,1890,8,
strips-mprime-x-9,STAN,2047,16,
strips-mprime-x-9,IPP,7300,9,
strips-mprime-x-9,HSP,9352,8,
strips-mprime-x-11,BLACKBOX,1824,8,
strips-mprime-x-11,IPP,6200,8,
strips-mprime-x-11,STAN,7005,17,
strips-mprime-x-11,HSP,7342,19,
strips-mprime-x-12,BLACKBOX,2329,10,
strips-mprime-x-12,IPP,8670,9,
strips-mprime-x-12,HSP,51017,10,
strips-mprime-x-12,STAN,7646,-1,
strips-mprime-x-16,BLACKBOX,5214,11,
strips-mprime-x-16,HSP,207350,13,
strips-mprime-x-16,IPP,10910,-1,
strips-mprime-x-16,STAN,6881,-1,
strips-mprime-x-17,BLACKBOX,7141,4,
strips-mprime-x-17,HSP,608495,4,
strips-mprime-x-17,IPP,8530,-1,
strips-mprime-x-17,STAN,9417,-1,
strips-mprime-x-21,STAN,1063,7,
strips-mprime-x-21,BLACKBOX,20000,-1,
strips-mprime-x-21,IPP,50020,-1,
strips-mprime-x-25,BLACKBOX,145,4,
strips-mprime-x-25,STAN,276,6,
strips-mprime-x-25,IPP,1400,4,
strips-mprime-x-25,HSP,2505,4,
strips-mprime-x-26,BLACKBOX,3211,8,
strips-mprime-x-26,IPP,19230,7,
strips-mprime-x-26,HSP,23945,8,
strips-mprime-x-26,STAN,8554,-1,
strips-mprime-x-27,BLACKBOX,3195,8,
strips-mprime-x-27,HSP,67421,8,
strips-mprime-x-27,IPP,9300,-1,
strips-mprime-x-27,STAN,4699,-1,
strips-mprime-x-28,BLACKBOX,1981,11,
strips-mprime-x-28,STAN,2957,14,
strips-mprime-x-28,IPP,6950,10,
strips-mprime-x-28,HSP,79684,7,
strips-mprime-x-29,BLACKBOX,2272,5,
strips-mprime-x-29,STAN,13495,7,
strips-mprime-x-29,HSP,24073,6,
strips-mprime-x-29,IPP,18570,-1,
strips-mysty-x-1,STAN,40,5,
strips-mysty-x-1,IPP,100,5,
strips-mysty-x-1,BLACKBOX,111,5,
strips-mysty-x-1,HSP,2233,5,
strips-mysty-x-2,STAN,409,9,
strips-mysty-x-2,BLACKBOX,6122,9,
strips-mysty-x-2,IPP,12500,9,
strips-mysty-x-2,HSP,67303,22,
strips-mysty-x-3,STAN,197,4,
strips-mysty-x-3,BLACKBOX,615,4,
strips-mysty-x-3,IPP,1220,4,
strips-mysty-x-3,HSP,3948,4,
strips-mysty-x-9,STAN,165,8,
strips-mysty-x-9,BLACKBOX,1436,8,
strips-mysty-x-9,IPP,1930,8,
strips-mysty-x-9,HSP,7275,8,
strips-mysty-x-10,STAN,9163,8,
strips-mysty-x-10,BLACKBOX,20000,-1,
strips-mysty-x-11,STAN,109,7,
strips-mysty-x-11,IPP,390,7,
strips-mysty-x-11,BLACKBOX,742,7,
strips-mysty-x-11,HSP,4489,12,
strips-mysty-x-13,STAN,1789,16,
strips-mysty-x-13,BLACKBOX,20000,-1,
strips-mysty-x-17,STAN,1746,4,
strips-mysty-x-17,BLACKBOX,3484,4,
strips-mysty-x-17,IPP,20640,4,
strips-mysty-x-17,HSP,86878,10,
strips-mysty-x-19,STAN,877,8,
strips-mysty-x-19,BLACKBOX,7552,8,
strips-mysty-x-19,IPP,14940,9,
strips-mysty-x-25,STAN,46,6,
strips-mysty-x-25,IPP,110,4,
strips-mysty-x-25,BLACKBOX,117,4,
strips-mysty-x-25,HSP,2275,4,
strips-mysty-x-26,STAN,685,10,
strips-mysty-x-26,BLACKBOX,1737,8,
strips-mysty-x-26,IPP,2110,6,
strips-mysty-x-26,HSP,11287,13,
strips-mysty-x-27,STAN,281,7,
strips-mysty-x-27,BLACKBOX,598,7,
strips-mysty-x-27,IPP,1020,7,
strips-mysty-x-27,HSP,4279,5,
strips-mysty-x-28,STAN,64,7,
strips-mysty-x-28,IPP,260,7,
strips-mysty-x-28,BLACKBOX,545,7,
strips-mysty-x-28,HSP,2746,18,
strips-mysty-x-29,STAN,107,4,
strips-mysty-x-29,BLACKBOX,507,4,
strips-mysty-x-29,IPP,890,4,
strips-mysty-x-29,HSP,3360,5,
strips-mysty-x-30,BLACKBOX,5642,12,
strips-mysty-x-30,STAN,7729,13,
strips-mysty-x-30,IPP,10020,13,
strips-mysty-x-30,HSP,100143,18,
strips-grid-y-1,STAN,2505,14,
strips-grid-y-1,IPP,4650,20,
strips-grid-y-1,BLACKBOX,12153,14,
strips-grid-y-1,HSP,9329,24,
strips-grid-y-2,IPP,13900,31,
strips-grid-y-2,BLACKBOX,6000,-1,
strips-grid-y-2,STAN,73902,-1,
strips-grid-y-4,IPP,84290,47,
strips-grid-y-4,BLACKBOX,6000,-1,
strips-grid-y-4,STAN,105284,-1,
strips-log-y-1,STAN,121,13,
strips-log-y-1,IPP,180,13,
strips-log-y-1,BLACKBOX,502,13,
strips-log-y-1,HSP,4314,13,
strips-log-y-2,STAN,188,20,
strips-log-y-2,IPP,260,20,
strips-log-y-2,BLACKBOX,574,20,
strips-log-y-2,HSP,5266,27,
strips-log-y-3,STAN,414,27,
strips-log-y-3,IPP,580,27,
strips-log-y-3,BLACKBOX,894,27,
strips-log-y-3,HSP,10494,32,
strips-log-y-4,HSP,170394,59,
strips-log-y-4,BLACKBOX,6000,-1,
strips-log-y-4,STAN,600096,-1,
strips-log-y-5,IPP,66170,31,
strips-log-y-5,BLACKBOX,6000,-1,
strips-log-y-5,STAN,600858,-1,
strips-mprime-y-1,BLACKBOX,876,5,
strips-mprime-y-1,STAN,933,5,
strips-mprime-y-1,IPP,4110,5,
strips-mprime-y-1,HSP,7259,4,
strips-mprime-y-2,BLACKBOX,2537,7,
strips-mprime-y-2,IPP,2680,8,
strips-mprime-y-2,STAN,4806,9,
strips-mprime-y-2,HSP,12843,8,
strips-mprime-y-4,STAN,373,5,
strips-mprime-y-4,BLACKBOX,1684,5,
strips-mprime-y-4,HSP,8357,4,
strips-mprime-y-4,IPP,11400,4,
strips-mprime-y-5,BLACKBOX,499,6,
strips-mprime-y-5,IPP,2910,6,
strips-mprime-y-5,HSP,4624,6,
