competition, planner, domain, pn, steps, time
IPC2002, Stella, ZenoTravel, pfile7, 16, 659
IPC2002, Stella, ZenoTravel, pfile8, 15, 1220
IPC2002, Stella, ZenoTravel, pfile9, 32, 2440
IPC2002, Stella, ZenoTravel, pfile10, 31, 1870
IPC2002, Stella, ZenoTravel, pfile11, 18, 1799
IPC2002, Stella, ZenoTravel, pfile12, 28, 2490
IPC2002, Stella, ZenoTravel, pfile13, 35, 2460
IPC2002, Stella, ZenoTravel, pfile14, 41, 12739
IPC2002, Stella, ZenoTravel, pfile15, 61, 55260
IPC2002, Stella, ZenoTravel, pfile16, 65, 118000
IPC2002, Stella, ZenoTravel, pfile19, 117, 1292349
IPC2002, Stella, ZenoTravel, pfile20, 148, 2101240
IPC2002, TALPlanner, ZenoTravel, pfile1, 1, 40
IPC2002, TALPlanner, ZenoTravel, pfile2, 6, 30
IPC2002, TALPlanner, ZenoTravel, pfile3, 6, 40
IPC2002, TALPlanner, ZenoTravel, pfile4, 9, 20
IPC2002, TALPlanner, ZenoTravel, pfile5, 12, 30
IPC2002, TALPlanner, ZenoTravel, pfile6, 12, 40
IPC2002, TALPlanner, ZenoTravel, pfile7, 17, 20
IPC2002, TALPlanner, ZenoTravel, pfile8, 15, 30
IPC2002, TALPlanner, ZenoTravel, pfile9, 25, 30
IPC2002, TALPlanner, ZenoTravel, pfile10, 25, 20
IPC2002, TALPlanner, ZenoTravel, pfile11, 16, 30
IPC2002, TALPlanner, ZenoTravel, pfile12, 23, 20
IPC2002, TALPlanner, ZenoTravel, pfile13, 29, 20
IPC2002, TALPlanner, ZenoTravel, pfile14, 35, 50
IPC2002, TALPlanner, ZenoTravel, pfile15, 46, 50
IPC2002, TALPlanner, ZenoTravel, pfile16, 46, 30
IPC2002, TALPlanner, ZenoTravel, pfile17, 73, 50
IPC2002, TALPlanner, ZenoTravel, pfile18, 80, 40
IPC2002, TALPlanner, ZenoTravel, pfile19, 94, 50
IPC2002, TALPlanner, ZenoTravel, pfile20, 108, 40
IPC2002, TLPlan, ZenoTravel, pfile1, 1, 0
IPC2002, TLPlan, ZenoTravel, pfile2, 6, 10
IPC2002, TLPlan, ZenoTravel, pfile3, 6, 0
IPC2002, TLPlan, ZenoTravel, pfile4, 8, 0
IPC2002, TLPlan, ZenoTravel, pfile5, 12, 10
IPC2002, TLPlan, ZenoTravel, pfile6, 14, 0
IPC2002, TLPlan, ZenoTravel, pfile7, 16, 0
IPC2002, TLPlan, ZenoTravel, pfile8, 14, 0
IPC2002, TLPlan, ZenoTravel, pfile9, 23, 10
IPC2002, TLPlan, ZenoTravel, pfile10, 27, 0
IPC2002, TLPlan, ZenoTravel, pfile11, 18, 10
IPC2002, TLPlan, ZenoTravel, pfile12, 24, 10
IPC2002, TLPlan, ZenoTravel, pfile13, 32, 0
IPC2002, TLPlan, ZenoTravel, pfile14, 33, 0
IPC2002, TLPlan, ZenoTravel, pfile15, 53, 10
IPC2002, TLPlan, ZenoTravel, pfile16, 49, 20
IPC2002, TLPlan, ZenoTravel, pfile17, 75, 20
IPC2002, TLPlan, ZenoTravel, pfile18, 74, 10
IPC2002, TLPlan, ZenoTravel, pfile19, 104, 40
IPC2002, TLPlan, ZenoTravel, pfile20, 116, 40
IPC2002, VHPOP, ZenoTravel, pfile1, 1, 40
IPC2002, VHPOP, ZenoTravel, pfile2, 6, 1270
IPC2002, VHPOP, ZenoTravel, pfile3, 6, 100
IPC2002, VHPOP, ZenoTravel, pfile4, 8, 1930
IPC2002, VHPOP, ZenoTravel, pfile5, 12, 800
IPC2002, VHPOP, ZenoTravel, pfile6, 12, 690
IPC2002, VHPOP, ZenoTravel, pfile7, 16, 33200
IPC2002, VHPOP, ZenoTravel, pfile8, 13, 9670
IPC2002, VHPOP, ZenoTravel, pfile9, 21, 5520
IPC2002, VHPOP, ZenoTravel, pfile10, 25, 8490
IPC2002, VHPOP, ZenoTravel, pfile11, 16, 45710
IPC2002, VHPOP, ZenoTravel, pfile12, 25, 25710
IPC2002, VHPOP, ZenoTravel, pfile13, 27, 14820
IPC2002, VHPOP, ZenoTravel, upfile1, 57, 680
IPC2002, VHPOP, ZenoTravel, upfile2, 89, 2890
IPC2002, VHPOP, ZenoTravel, upfile3, 107, 2070
IPC2002, VHPOP, ZenoTravel, upfile4, 138, 28030
IPC2002, VHPOP, ZenoTravel, upfile5, 166, 26940
IPC2002, VHPOP, ZenoTravel, upfile6, 185, 16090
IPC2002, VHPOP, ZenoTravel, upfile7, 215, 32130
IPC2002, VHPOP, ZenoTravel, upfile8, 206, 23310
IPC2002, VHPOP, ZenoTravel, upfile9, 252, 220010
IPC2002, VHPOP, ZenoTravel, upfile10, 177, 49960
IPC2002, VHPOP, ZenoTravel, upfile11, 165, 13170
IPC2002, VHPOP, ZenoTravel, upfile12, 198, 626590
IPC2002, VHPOP, ZenoTravel, upfile13, 182, 137750
IPC2002, VHPOP, ZenoTravel, upfile14, 231, 5151880
IPC2002, VHPOP, ZenoTravel, upfile16, 237, 541310
IPC2002, VHPOP, ZenoTravel, upfile17, 249, 1769850
IPC2002, VHPOP, ZenoTravel, upfile18, 237, 1902910
IPC2002, VHPOP, ZenoTravel, upfile19, 233, 625120
IPC2002, VHPOP, ZenoTravel, upfile20, 221, 922520
IPC2002, VHPOP, ZenoTravel, upfile1, 72, 30
IPC2002, VHPOP, ZenoTravel, upfile2, 98, 180
IPC2002, VHPOP, ZenoTravel, upfile3, 135, 530
IPC2002, VHPOP, ZenoTravel, upfile4, 157, 1550
IPC2002, VHPOP, ZenoTravel, upfile5, 200, 3090
IPC2002, VHPOP, ZenoTravel, upfile6, 252, 3850
IPC2002, VHPOP, ZenoTravel, upfile7, 277, 7490
IPC2002, VHPOP, ZenoTravel, upfile8, 291, 6460
IPC2002, VHPOP, ZenoTravel, upfile9, 329, 17490
IPC2002, VHPOP, ZenoTravel, upfile10, 221, 2030
IPC2002, VHPOP, ZenoTravel, upfile11, 233, 2540
IPC2002, VHPOP, ZenoTravel, upfile12, 231, 1550
IPC2002, VHPOP, ZenoTravel, upfile13, 249, 1250
IPC2002, VHPOP, ZenoTravel, upfile14, 265, 1750
IPC2002, VHPOP, ZenoTravel, upfile15, 275, 5470
IPC2002, VHPOP, ZenoTravel, upfile16, 267, 4650
IPC2002, VHPOP, ZenoTravel, upfile17, 261, 2640
IPC2002, VHPOP, ZenoTravel, upfile18, 244, 610
IPC2002, VHPOP, ZenoTravel, upfile19, 234, 600
IPC2002, VHPOP, ZenoTravel, upfile20, 239, 760
IPC2002, VHPOP, ZenoTravel, upfile1, 67, 30
IPC2002, VHPOP, ZenoTravel, upfile2, 83, 40
IPC2002, VHPOP, ZenoTravel, upfile3, 123, 40
IPC2002, VHPOP, ZenoTravel, upfile4, 131, 40
IPC2002, VHPOP, ZenoTravel, upfile5, 166, 50
IPC2002, VHPOP, ZenoTravel, upfile6, 214, 50
IPC2002, VHPOP, ZenoTravel, upfile7, 219, 50
IPC2002, VHPOP, ZenoTravel, upfile8, 237, 50
IPC2002, VHPOP, ZenoTravel, upfile9, 253, 60
IPC2002, VHPOP, ZenoTravel, upfile10, 199, 30
IPC2002, VHPOP, ZenoTravel, upfile11, 210, 40
IPC2002, VHPOP, ZenoTravel, upfile12, 209, 60
IPC2002, VHPOP, ZenoTravel, upfile13, 219, 60
IPC2002, VHPOP, ZenoTravel, upfile14, 235, 80
IPC2002, VHPOP, ZenoTravel, upfile15, 242, 80
IPC2002, VHPOP, ZenoTravel, upfile16, 239, 130
IPC2002, VHPOP, ZenoTravel, upfile17, 247, 170
IPC2002, VHPOP, ZenoTravel, upfile18, 253, 400
IPC2002, VHPOP, ZenoTravel, upfile19, 233, 520
IPC2002, VHPOP, ZenoTravel, upfile20, 237, 580
IPC2002, VHPOP, ZenoTravel, upfile1, 75, 20
IPC2002, VHPOP, ZenoTravel, upfile2, 94, 20
IPC2002, VHPOP, ZenoTravel, upfile3, 133, 30
IPC2002, VHPOP, ZenoTravel, upfile4, 163, 40
IPC2002, VHPOP, ZenoTravel, upfile5, 181, 50
IPC2002, VHPOP, ZenoTravel, upfile6, 242, 80
IPC2002, VHPOP, ZenoTravel, upfile7, 255, 110
IPC2002, VHPOP, ZenoTravel, upfile8, 263, 120
IPC2002, VHPOP, ZenoTravel, upfile9, 298, 140
IPC2002, VHPOP, ZenoTravel, upfile10, 237, 100
IPC2002, VHPOP, ZenoTravel, upfile11, 246, 90
IPC2002, VHPOP, ZenoTravel, upfile12, 249, 130
IPC2002, VHPOP, ZenoTravel, upfile13, 269, 140
IPC2002, VHPOP, ZenoTravel, upfile14, 277, 180
IPC2002, VHPOP, ZenoTravel, upfile15, 279, 280
IPC2002, VHPOP, ZenoTravel, upfile16, 274, 400
IPC2002, VHPOP, ZenoTravel, upfile17, 265, 480
IPC2002, VHPOP, ZenoTravel, upfile18, 251, 750
IPC2002, VHPOP, ZenoTravel, upfile19, 242, 1130
IPC2002, VHPOP, ZenoTravel, upfile20, 230, 1430
