com,domain,planner,cdkey,akey,gn,pkey,fkey,solved,steps,time
IPC2002,Rovers,LPG,IPC2002-Rovers,IPC2002-Rovers-LPG,roverprob42130,IPC2002-Rovers-roverprob42130,IPC2002-Rovers-LPG-roverprob42130,1,98,800
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob1234,IPC2002-Rovers-roverprob1234,IPC2002-Rovers-LPG.quality-roverprob1234,1,11,10
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob4213,IPC2002-Rovers-roverprob4213,IPC2002-Rovers-LPG.quality-roverprob4213,1,9,0
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob6232,IPC2002-Rovers-roverprob6232,IPC2002-Rovers-LPG.quality-roverprob6232,1,11,0
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob2435,IPC2002-Rovers-roverprob2435,IPC2002-Rovers-LPG.quality-roverprob2435,1,24,40
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob1423,IPC2002-Rovers-roverprob1423,IPC2002-Rovers-LPG.quality-roverprob1423,1,29,6790
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob12342,IPC2002-Rovers-roverprob12342,IPC2002-Rovers-LPG.quality-roverprob12342,1,21,3700
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob12344,IPC2002-Rovers-roverprob12344,IPC2002-Rovers-LPG.quality-roverprob12344,1,33,3110
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob12345,IPC2002-Rovers-roverprob12345,IPC2002-Rovers-LPG.quality-roverprob12345,1,43,60
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob12346,IPC2002-Rovers-roverprob12346,IPC2002-Rovers-LPG.quality-roverprob12346,1,44,6320
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob12347,IPC2002-Rovers-roverprob12347,IPC2002-Rovers-LPG.quality-roverprob12347,1,50,43490
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob12348,IPC2002-Rovers-roverprob12348,IPC2002-Rovers-LPG.quality-roverprob12348,1,45,71420
IPC2002,Rovers,LPG.quality,IPC2002-Rovers,IPC2002-Rovers-LPG.quality,roverprob42130,IPC2002-Rovers-roverprob42130,IPC2002-Rovers-LPG.quality-roverprob42130,1,92,105030
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob1234,IPC2002-Rovers-roverprob1234,IPC2002-Rovers-LPG.speed-roverprob1234,1,11,10
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob4213,IPC2002-Rovers-roverprob4213,IPC2002-Rovers-LPG.speed-roverprob4213,1,9,0
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob6232,IPC2002-Rovers-roverprob6232,IPC2002-Rovers-LPG.speed-roverprob6232,1,11,0
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob2435,IPC2002-Rovers-roverprob2435,IPC2002-Rovers-LPG.speed-roverprob2435,1,26,20
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob1423,IPC2002-Rovers-roverprob1423,IPC2002-Rovers-LPG.speed-roverprob1423,1,34,30
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob12342,IPC2002-Rovers-roverprob12342,IPC2002-Rovers-LPG.speed-roverprob12342,1,26,30
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob12344,IPC2002-Rovers-roverprob12344,IPC2002-Rovers-LPG.speed-roverprob12344,1,38,30
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob12345,IPC2002-Rovers-roverprob12345,IPC2002-Rovers-LPG.speed-roverprob12345,1,44,70
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob12346,IPC2002-Rovers-roverprob12346,IPC2002-Rovers-LPG.speed-roverprob12346,1,47,60
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob12347,IPC2002-Rovers-roverprob12347,IPC2002-Rovers-LPG.speed-roverprob12347,1,57,120
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob12348,IPC2002-Rovers-roverprob12348,IPC2002-Rovers-LPG.speed-roverprob12348,1,49,180
IPC2002,Rovers,LPG.speed,IPC2002-Rovers,IPC2002-Rovers-LPG.speed,roverprob42130,IPC2002-Rovers-roverprob42130,IPC2002-Rovers-LPG.speed-roverprob42130,1,98,800
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob1234,IPC2002-Rovers-roverprob1234,IPC2002-Rovers-MIPS-roverprob1234,1,18,59
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob4213,IPC2002-Rovers-roverprob4213,IPC2002-Rovers-MIPS-roverprob4213,1,9,29
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob3726,IPC2002-Rovers-roverprob3726,IPC2002-Rovers-MIPS-roverprob3726,1,12,29
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob6232,IPC2002-Rovers-roverprob6232,IPC2002-Rovers-MIPS-roverprob6232,1,8,29
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob2435,IPC2002-Rovers-roverprob2435,IPC2002-Rovers-MIPS-roverprob2435,1,24,40
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob2312,IPC2002-Rovers-roverprob2312,IPC2002-Rovers-MIPS-roverprob2312,1,39,89
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob4123,IPC2002-Rovers-roverprob4123,IPC2002-Rovers-MIPS-roverprob4123,1,18,40
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob1423,IPC2002-Rovers-roverprob1423,IPC2002-Rovers-MIPS-roverprob1423,1,33,349
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob4132,IPC2002-Rovers-roverprob4132,IPC2002-Rovers-MIPS-roverprob4132,1,36,17230
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob12340,IPC2002-Rovers-roverprob12340,IPC2002-Rovers-MIPS-roverprob12340,1,41,149
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob12343,IPC2002-Rovers-roverprob12343,IPC2002-Rovers-MIPS-roverprob12343,1,53,52450
IPC2002,Rovers,MIPS,IPC2002-Rovers,IPC2002-Rovers-MIPS,roverprob12345,IPC2002-Rovers-roverprob12345,IPC2002-Rovers-MIPS-roverprob12345,1,51,17969
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob1234,IPC2002-Rovers-roverprob1234,IPC2002-Rovers-MIPS.plain-roverprob1234,1,18,70
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob4213,IPC2002-Rovers-roverprob4213,IPC2002-Rovers-MIPS.plain-roverprob4213,1,8,29
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob3726,IPC2002-Rovers-roverprob3726,IPC2002-Rovers-MIPS.plain-roverprob3726,1,12,40
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob6232,IPC2002-Rovers-roverprob6232,IPC2002-Rovers-MIPS.plain-roverprob6232,1,8,20
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob2435,IPC2002-Rovers-roverprob2435,IPC2002-Rovers-MIPS.plain-roverprob2435,1,23,50
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob2312,IPC2002-Rovers-roverprob2312,IPC2002-Rovers-MIPS.plain-roverprob2312,1,40,149
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob4123,IPC2002-Rovers-roverprob4123,IPC2002-Rovers-MIPS.plain-roverprob4123,1,18,40
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob1423,IPC2002-Rovers-roverprob1423,IPC2002-Rovers-MIPS.plain-roverprob1423,1,33,939
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob4132,IPC2002-Rovers-roverprob4132,IPC2002-Rovers-MIPS.plain-roverprob4132,1,36,45619
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob12340,IPC2002-Rovers-roverprob12340,IPC2002-Rovers-MIPS.plain-roverprob12340,1,41,429
IPC2002,Rovers,MIPS.plain,IPC2002-Rovers,IPC2002-Rovers-MIPS.plain,roverprob12343,IPC2002-Rovers-roverprob12343,IPC2002-Rovers-MIPS.plain-roverprob12343,1,55,154719
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob1234,IPC2002-Rovers-roverprob1234,IPC2002-Rovers-SHOP2-roverprob1234,1,10,30
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob4213,IPC2002-Rovers-roverprob4213,IPC2002-Rovers-SHOP2-roverprob4213,1,8,20
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob3726,IPC2002-Rovers-roverprob3726,IPC2002-Rovers-SHOP2-roverprob3726,1,12,30
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob6232,IPC2002-Rovers-roverprob6232,IPC2002-Rovers-SHOP2-roverprob6232,1,10,20
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob2435,IPC2002-Rovers-roverprob2435,IPC2002-Rovers-SHOP2-roverprob2435,1,23,110
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob2312,IPC2002-Rovers-roverprob2312,IPC2002-Rovers-SHOP2-roverprob2312,1,37,200
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob4123,IPC2002-Rovers-roverprob4123,IPC2002-Rovers-SHOP2-roverprob4123,1,18,110
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob1423,IPC2002-Rovers-roverprob1423,IPC2002-Rovers-SHOP2-roverprob1423,1,30,240
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob4132,IPC2002-Rovers-roverprob4132,IPC2002-Rovers-SHOP2-roverprob4132,1,36,270
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob12340,IPC2002-Rovers-roverprob12340,IPC2002-Rovers-SHOP2-roverprob12340,1,36,410
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob12341,IPC2002-Rovers-roverprob12341,IPC2002-Rovers-SHOP2-roverprob12341,1,37,270
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob12342,IPC2002-Rovers-roverprob12342,IPC2002-Rovers-SHOP2-roverprob12342,1,26,250
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob12343,IPC2002-Rovers-roverprob12343,IPC2002-Rovers-SHOP2-roverprob12343,1,50,670
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob12344,IPC2002-Rovers-roverprob12344,IPC2002-Rovers-SHOP2-roverprob12344,1,36,490
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob12345,IPC2002-Rovers-roverprob12345,IPC2002-Rovers-SHOP2-roverprob12345,1,45,470
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob12346,IPC2002-Rovers-roverprob12346,IPC2002-Rovers-SHOP2-roverprob12346,1,48,600
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob12347,IPC2002-Rovers-roverprob12347,IPC2002-Rovers-SHOP2-roverprob12347,1,56,1470
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob12348,IPC2002-Rovers-roverprob12348,IPC2002-Rovers-SHOP2-roverprob12348,1,53,2340
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob12349,IPC2002-Rovers-roverprob12349,IPC2002-Rovers-SHOP2-roverprob12349,1,83,5210
IPC2002,Rovers,SHOP2,IPC2002-Rovers,IPC2002-Rovers-SHOP2,roverprob42130,IPC2002-Rovers-roverprob42130,IPC2002-Rovers-SHOP2-roverprob42130,1,104,7080
IPC2002,Rovers,Simplanner,IPC2002-Rovers,IPC2002-Rovers-Simplanner,roverprob6232,IPC2002-Rovers-roverprob6232,IPC2002-Rovers-Simplanner-roverprob6232,1,11,9
IPC2002,Rovers,Simplanner,IPC2002-Rovers,IPC2002-Rovers-Simplanner,roverprob2435,IPC2002-Rovers-roverprob2435,IPC2002-Rovers-Simplanner-roverprob2435,1,24,19
IPC2002,Rovers,Simplanner,IPC2002-Rovers,IPC2002-Rovers-Simplanner,roverprob12342,IPC2002-Rovers-roverprob12342,IPC2002-Rovers-Simplanner-roverprob12342,1,23,39
IPC2002,Rovers,Simplanner,IPC2002-Rovers,IPC2002-Rovers-Simplanner,roverprob12344,IPC2002-Rovers-roverprob12344,IPC2002-Rovers-Simplanner-roverprob12344,1,37,129
IPC2002,Rovers,Simplanner,IPC2002-Rovers,IPC2002-Rovers-Simplanner,roverprob12345,IPC2002-Rovers-roverprob12345,IPC2002-Rovers-Simplanner-roverprob12345,1,53,160
IPC2002,Rovers,Simplanner,IPC2002-Rovers,IPC2002-Rovers-Simplanner,roverprob12346,IPC2002-Rovers-roverprob12346,IPC2002-Rovers-Simplanner-roverprob12346,1,56,160
IPC2002,Rovers,Simplanner,IPC2002-Rovers,IPC2002-Rovers-Simplanner,roverprob12347,IPC2002-Rovers-roverprob12347,IPC2002-Rovers-Simplanner-roverprob12347,1,70,430
IPC2002,Rovers,Simplanner,IPC2002-Rovers,IPC2002-Rovers-Simplanner,roverprob12348,IPC2002-Rovers-roverprob12348,IPC2002-Rovers-Simplanner-roverprob12348,1,60,460
IPC2002,Rovers,Simplanner,IPC2002-Rovers,IPC2002-Rovers-Simplanner,roverprob42130,IPC2002-Rovers-roverprob42130,IPC2002-Rovers-Simplanner-roverprob42130,1,101,11109
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob1234,IPC2002-Rovers-roverprob1234,IPC2002-Rovers-TALPlanner-roverprob1234,1,10,50
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob4213,IPC2002-Rovers-roverprob4213,IPC2002-Rovers-TALPlanner-roverprob4213,1,8,50
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob3726,IPC2002-Rovers-roverprob3726,IPC2002-Rovers-TALPlanner-roverprob3726,1,14,30
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob6232,IPC2002-Rovers-roverprob6232,IPC2002-Rovers-TALPlanner-roverprob6232,1,9,60
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob2435,IPC2002-Rovers-roverprob2435,IPC2002-Rovers-TALPlanner-roverprob2435,1,22,60
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob2312,IPC2002-Rovers-roverprob2312,IPC2002-Rovers-TALPlanner-roverprob2312,1,57,70
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob4123,IPC2002-Rovers-roverprob4123,IPC2002-Rovers-TALPlanner-roverprob4123,1,22,50
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob1423,IPC2002-Rovers-roverprob1423,IPC2002-Rovers-TALPlanner-roverprob1423,1,34,40
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob4132,IPC2002-Rovers-roverprob4132,IPC2002-Rovers-TALPlanner-roverprob4132,1,43,70
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob12340,IPC2002-Rovers-roverprob12340,IPC2002-Rovers-TALPlanner-roverprob12340,1,49,40
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob12341,IPC2002-Rovers-roverprob12341,IPC2002-Rovers-TALPlanner-roverprob12341,1,61,70
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob12342,IPC2002-Rovers-roverprob12342,IPC2002-Rovers-TALPlanner-roverprob12342,1,27,40
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob12343,IPC2002-Rovers-roverprob12343,IPC2002-Rovers-TALPlanner-roverprob12343,1,55,40
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob12344,IPC2002-Rovers-roverprob12344,IPC2002-Rovers-TALPlanner-roverprob12344,1,42,30
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob12345,IPC2002-Rovers-roverprob12345,IPC2002-Rovers-TALPlanner-roverprob12345,1,55,30
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob12346,IPC2002-Rovers-roverprob12346,IPC2002-Rovers-TALPlanner-roverprob12346,1,61,40
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob12347,IPC2002-Rovers-roverprob12347,IPC2002-Rovers-TALPlanner-roverprob12347,1,108,90
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob12348,IPC2002-Rovers-roverprob12348,IPC2002-Rovers-TALPlanner-roverprob12348,1,82,70
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob12349,IPC2002-Rovers-roverprob12349,IPC2002-Rovers-TALPlanner-roverprob12349,1,115,120
IPC2002,Rovers,TALPlanner,IPC2002-Rovers,IPC2002-Rovers-TALPlanner,roverprob42130,IPC2002-Rovers-roverprob42130,IPC2002-Rovers-TALPlanner-roverprob42130,1,124,110
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob1234,IPC2002-Rovers-roverprob1234,IPC2002-Rovers-TLPlan-roverprob1234,1,11,10
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob4213,IPC2002-Rovers-roverprob4213,IPC2002-Rovers-TLPlan-roverprob4213,1,9,10
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob3726,IPC2002-Rovers-roverprob3726,IPC2002-Rovers-TLPlan-roverprob3726,1,15,10
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob6232,IPC2002-Rovers-roverprob6232,IPC2002-Rovers-TLPlan-roverprob6232,1,10,10
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob2435,IPC2002-Rovers-roverprob2435,IPC2002-Rovers-TLPlan-roverprob2435,1,24,10
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob2312,IPC2002-Rovers-roverprob2312,IPC2002-Rovers-TLPlan-roverprob2312,1,39,30
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob4123,IPC2002-Rovers-roverprob4123,IPC2002-Rovers-TLPlan-roverprob4123,1,21,20
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob1423,IPC2002-Rovers-roverprob1423,IPC2002-Rovers-TLPlan-roverprob1423,1,29,20
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob4132,IPC2002-Rovers-roverprob4132,IPC2002-Rovers-TLPlan-roverprob4132,1,35,40
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob12340,IPC2002-Rovers-roverprob12340,IPC2002-Rovers-TLPlan-roverprob12340,1,39,40
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob12341,IPC2002-Rovers-roverprob12341,IPC2002-Rovers-TLPlan-roverprob12341,1,36,40
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob12342,IPC2002-Rovers-roverprob12342,IPC2002-Rovers-TLPlan-roverprob12342,1,22,30
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob12343,IPC2002-Rovers-roverprob12343,IPC2002-Rovers-TLPlan-roverprob12343,1,49,60
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob12344,IPC2002-Rovers-roverprob12344,IPC2002-Rovers-TLPlan-roverprob12344,1,32,40
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob12345,IPC2002-Rovers-roverprob12345,IPC2002-Rovers-TLPlan-roverprob12345,1,44,50
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob12346,IPC2002-Rovers-roverprob12346,IPC2002-Rovers-TLPlan-roverprob12346,1,45,60
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob12347,IPC2002-Rovers-roverprob12347,IPC2002-Rovers-TLPlan-roverprob12347,1,55,130
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob12348,IPC2002-Rovers-roverprob12348,IPC2002-Rovers-TLPlan-roverprob12348,1,45,140
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob12349,IPC2002-Rovers-roverprob12349,IPC2002-Rovers-TLPlan-roverprob12349,1,74,250
IPC2002,Rovers,TLPlan,IPC2002-Rovers,IPC2002-Rovers-TLPlan,roverprob42130,IPC2002-Rovers-roverprob42130,IPC2002-Rovers-TLPlan-roverprob42130,1,89,420
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob1234,IPC2002-Rovers-roverprob1234,IPC2002-Rovers-VHPOP-roverprob1234,1,12,30
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob4213,IPC2002-Rovers-roverprob4213,IPC2002-Rovers-VHPOP-roverprob4213,1,8,10
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob3726,IPC2002-Rovers-roverprob3726,IPC2002-Rovers-VHPOP-roverprob3726,1,13,40
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob6232,IPC2002-Rovers-roverprob6232,IPC2002-Rovers-VHPOP-roverprob6232,1,10,30
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob2435,IPC2002-Rovers-roverprob2435,IPC2002-Rovers-VHPOP-roverprob2435,1,25,80
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob2312,IPC2002-Rovers-roverprob2312,IPC2002-Rovers-VHPOP-roverprob2312,1,41,2500
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob4123,IPC2002-Rovers-roverprob4123,IPC2002-Rovers-VHPOP-roverprob4123,1,18,770
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob1423,IPC2002-Rovers-roverprob1423,IPC2002-Rovers-VHPOP-roverprob1423,1,29,320
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob4132,IPC2002-Rovers-roverprob4132,IPC2002-Rovers-VHPOP-roverprob4132,1,36,1360
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob12340,IPC2002-Rovers-roverprob12340,IPC2002-Rovers-VHPOP-roverprob12340,1,35,9870
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob12341,IPC2002-Rovers-roverprob12341,IPC2002-Rovers-VHPOP-roverprob12341,1,35,3430
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob12342,IPC2002-Rovers-roverprob12342,IPC2002-Rovers-VHPOP-roverprob12342,1,23,590
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob12343,IPC2002-Rovers-roverprob12343,IPC2002-Rovers-VHPOP-roverprob12343,1,48,56260
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob12344,IPC2002-Rovers-roverprob12344,IPC2002-Rovers-VHPOP-roverprob12344,1,33,3150
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob12345,IPC2002-Rovers-roverprob12345,IPC2002-Rovers-VHPOP-roverprob12345,1,43,614020
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob12346,IPC2002-Rovers-roverprob12346,IPC2002-Rovers-VHPOP-roverprob12346,1,43,83820
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob12347,IPC2002-Rovers-roverprob12347,IPC2002-Rovers-VHPOP-roverprob12347,1,51,17430
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob12348,IPC2002-Rovers-roverprob12348,IPC2002-Rovers-VHPOP-roverprob12348,1,42,55940
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob12349,IPC2002-Rovers-roverprob12349,IPC2002-Rovers-VHPOP-roverprob12349,1,70,158970
IPC2002,Rovers,VHPOP,IPC2002-Rovers,IPC2002-Rovers-VHPOP,roverprob42130,IPC2002-Rovers-roverprob42130,IPC2002-Rovers-VHPOP-roverprob42130,1,90,934750
