Planner,Dom,Problem,Time,Steps,comp
hsp,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,20,12,IPC2000
stan,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,20,11,IPC2000
system-r,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,100,20,IPC2000
tokenplan,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,60,10,IPC2000
altalt,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,83,12,IPC2000
grt,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,410,11,IPC2000
hsp,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,20,10,IPC2000
stan,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0,12,IPC2000
system-r,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,70,16,IPC2000
tokenplan,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,150,11,IPC2000
altalt,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,75,10,IPC2000
grt,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,410,10,IPC2000
hsp,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,20,12,IPC2000
stan,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0,10,IPC2000
system-r,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,60,13,IPC2000
tokenplan,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,140,10,IPC2000
altalt,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,78,11,IPC2000
grt,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,400,10,IPC2000
hsp,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,10,9,IPC2000
stan,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,10,10,IPC2000
system-r,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,50,13,IPC2000
tokenplan,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,60,10,IPC2000
altalt,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,15,10,IPC2000
grt,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,400,10,IPC2000
hsp,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,20,11,IPC2000
stan,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,10,10,IPC2000
system-r,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,60,15,IPC2000
tokenplan,Elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,130,10,IPC2000
ff,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,10,8,IPC2000
ipp,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,10,8,IPC2000
propplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,500,8,IPC2000
propplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,400,8,IPC2000
talplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,75,10,IPC2000
ff,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,10,11,IPC2000
ipp,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,20,10,IPC2000
propplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,600,10,IPC2000
propplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,500,10,IPC2000
talplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,75,10,IPC2000
ff,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,10,8,IPC2000
ipp,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,20,8,IPC2000
propplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,500,8,IPC2000
propplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,400,8,IPC2000
talplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,75,8,IPC2000
ff,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,10,9,IPC2000
ipp,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,20,9,IPC2000
propplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,500,9,IPC2000
propplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,500,9,IPC2000
talplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,75,9,IPC2000
ff,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0,10,IPC2000
ipp,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,20,8,IPC2000
propplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,600,8,IPC2000
propplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,400,8,IPC2000
talplan,Elevator,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,65,9,IPC2000
altalt,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,99,15,IPC2000
grt,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,420,14,IPC2000
hsp,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,20,14,IPC2000
stan,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,10,14,IPC2000
system-r,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,120,21,IPC2000
tokenplan,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,730,14,IPC2000
altalt,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,100,16,IPC2000
grt,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,410,13,IPC2000
hsp,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,30,11,IPC2000
stan,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,10,13,IPC2000
system-r,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,120,20,IPC2000
tokenplan,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,700,13,IPC2000
altalt,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,85,15,IPC2000
grt,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,430,15,IPC2000
hsp,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,30,16,IPC2000
stan,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,10,15,IPC2000
system-r,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,120,20,IPC2000
tokenplan,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1620,15,IPC2000
altalt,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,97,15,IPC2000
grt,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,430,16,IPC2000
hsp,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,30,16,IPC2000
stan,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,10,15,IPC2000
system-r,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,120,16,IPC2000
tokenplan,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1680,15,IPC2000
altalt,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,98,15,IPC2000
grt,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,420,16,IPC2000
hsp,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,20,16,IPC2000
stan,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,20,18,IPC2000
system-r,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,130,21,IPC2000
tokenplan,Elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1900,15,IPC2000
ff,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,10,12,IPC2000
ipp,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,40,12,IPC2000
propplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,1300,12,IPC2000
propplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,1000,12,IPC2000
talplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,75,12,IPC2000
ff,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,10,11,IPC2000
ipp,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,30,11,IPC2000
propplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,1400,11,IPC2000
propplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,1200,11,IPC2000
talplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,75,11,IPC2000
ff,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,10,14,IPC2000
ipp,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,60,14,IPC2000
propplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,1600,14,IPC2000
propplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,1400,14,IPC2000
talplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,75,14,IPC2000
ff,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,10,14,IPC2000
ipp,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,70,14,IPC2000
propplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,1600,14,IPC2000
propplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,1400,14,IPC2000
talplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,65,16,IPC2000
ff,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,10,14,IPC2000
ipp,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,80,14,IPC2000
propplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,1600,14,IPC2000
propplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,1300,14,IPC2000
talplan,Elevator,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,75,16,IPC2000
ff,freecell,freecell-10-1,35799.999,87,IPC2000
hsp,freecell,freecell-10-1,2054600,97,IPC2000
shop,freecell,freecell-10-1,3750,117,IPC2000
stan,freecell,freecell-10-1,2830,140,IPC2000
system-r,freecell,freecell-10-1,42040,67,IPC2000
talplan,freecell,freecell-10-1,3517,394,IPC2000
ff,freecell,freecell-10-2,4620,63,IPC2000
hsp,freecell,freecell-10-2,683730,79,IPC2000
shop,freecell,freecell-10-2,2700,106,IPC2000
stan,freecell,freecell-10-2,2370,79,IPC2000
system-r,freecell,freecell-10-2,38230,63,IPC2000
talplan,freecell,freecell-10-2,927,57,IPC2000
ff,freecell,freecell-10-3,4670,63,IPC2000
hsp,freecell,freecell-10-3,466830,65,IPC2000
mips,freecell,freecell-10-3,117600,75,IPC2000
shop,freecell,freecell-10-3,2150,87,IPC2000
stan,freecell,freecell-10-3,2260,72,IPC2000
system-r,freecell,freecell-10-3,40570,51,IPC2000
talplan,freecell,freecell-10-3,907,55,IPC2000
ff,freecell,freecell-10-4,68550.003,91,IPC2000
shop,freecell,freecell-10-4,2630,105,IPC2000
stan,freecell,freecell-10-4,3180,157,IPC2000
system-r,freecell,freecell-10-4,67870,74,IPC2000
talplan,freecell,freecell-10-4,4207,1110,IPC2000
ff,freecell,freecell-10-5,72970.001,141,IPC2000
shop,freecell,freecell-10-5,3720,152,IPC2000
talplan,freecell,freecell-10-5,3367,263,IPC2000
shop,freecell,freecell-11-1,5690,132,IPC2000
talplan,freecell,freecell-11-1,4597,1087,IPC2000
ff,freecell,freecell-11-2,79699.997,74,IPC2000
hsp,freecell,freecell-11-2,1256190,88,IPC2000
shop,freecell,freecell-11-2,2920,97,IPC2000
stan,freecell,freecell-11-2,3220,87,IPC2000
system-r,freecell,freecell-11-2,58980,74,IPC2000
talplan,freecell,freecell-11-2,1137,64,IPC2000
ff,freecell,freecell-11-3,8800,83,IPC2000
mips,freecell,freecell-11-3,336020,106,IPC2000
shop,freecell,freecell-11-3,2920,106,IPC2000
stan,freecell,freecell-11-3,3350,91,IPC2000
system-r,freecell,freecell-11-3,55440,61,IPC2000
talplan,freecell,freecell-11-3,2737,62,IPC2000
ff,freecell,freecell-11-4,1766810.059,108,IPC2000
shop,freecell,freecell-11-4,3610,117,IPC2000
system-r,freecell,freecell-11-4,98700,89,IPC2000
talplan,freecell,freecell-11-4,3557,357,IPC2000
shop,freecell,freecell-11-5,5730,132,IPC2000
system-r,freecell,freecell-11-5,78550,97,IPC2000
talplan,freecell,freecell-11-5,4297,794,IPC2000
ff,freecell,freecell-12-1,87459.999,142,IPC2000
shop,freecell,freecell-12-1,11730,172,IPC2000
talplan,freecell,freecell-12-1,4367,1292,IPC2000
ff,freecell,freecell-12-2,42360.001,88,IPC2000
hsp,freecell,freecell-12-2,1936350,103,IPC2000
shop,freecell,freecell-12-2,4810,110,IPC2000
system-r,freecell,freecell-12-2,78090,81,IPC2000
talplan,freecell,freecell-12-2,1247,70,IPC2000
ff,freecell,freecell-12-3,83410.004,110,IPC2000
hsp,freecell,freecell-12-3,1189960,99,IPC2000
shop,freecell,freecell-12-3,43190,183,IPC2000
system-r,freecell,freecell-12-3,85890,79,IPC2000
talplan,freecell,freecell-12-3,3457,166,IPC2000
shop,freecell,freecell-12-4,8460,181,IPC2000
stan,freecell,freecell-12-4,6150,236,IPC2000
talplan,freecell,freecell-12-4,5897,1837,IPC2000
talplan,freecell,freecell-12-5,20587,3073,IPC2000
ff,freecell,freecell-13-1,324309.998,161,IPC2000
talplan,freecell,freecell-13-1,4307,545,IPC2000
ff,freecell,freecell-13-2,74410.004,110,IPC2000
system-r,freecell,freecell-13-2,156470,89,IPC2000
talplan,freecell,freecell-13-2,1847,80,IPC2000
ff,freecell,freecell-13-3,27830,108,IPC2000
system-r,freecell,freecell-13-3,127550,89,IPC2000
talplan,freecell,freecell-13-3,3677,405,IPC2000
ff,freecell,freecell-13-4,71160.004,128,IPC2000
talplan,freecell,freecell-13-4,219537,2068,IPC2000
talplan,freecell,freecell-13-5,7217,4793,IPC2000
blackbox,freecell,freecell-2-1,10208.961,9,IPC2000
ff,freecell,freecell-2-1,80,9,IPC2000
grt,freecell,freecell-2-1,1970,9,IPC2000
hsp,freecell,freecell-2-1,4270,9,IPC2000
ipp,freecell,freecell-2-1,38400,9,IPC2000
mips,freecell,freecell-2-1,190,9,IPC2000
shop,freecell,freecell-2-1,40,9,IPC2000
stan,freecell,freecell-2-1,40,9,IPC2000
system-r,freecell,freecell-2-1,420,9,IPC2000
talplan,freecell,freecell-2-1,147,9,IPC2000
tokenplan,freecell,freecell-2-1,908310,11,IPC2000
blackbox,freecell,freecell-2-2,6154.312,8,IPC2000
ff,freecell,freecell-2-2,80,8,IPC2000
hsp,freecell,freecell-2-2,3600,8,IPC2000
mips,freecell,freecell-2-2,210,9,IPC2000
shop,freecell,freecell-2-2,30,8,IPC2000
stan,freecell,freecell-2-2,30,8,IPC2000
system-r,freecell,freecell-2-2,430,8,IPC2000
talplan,freecell,freecell-2-2,137,8,IPC2000
blackbox,freecell,freecell-2-3,1568.404,9,IPC2000
ff,freecell,freecell-2-3,70,9,IPC2000
hsp,freecell,freecell-2-3,4250,9,IPC2000
mips,freecell,freecell-2-3,190,9,IPC2000
shop,freecell,freecell-2-3,40,8,IPC2000
stan,freecell,freecell-2-3,30,8,IPC2000
system-r,freecell,freecell-2-3,430,8,IPC2000
talplan,freecell,freecell-2-3,127,8,IPC2000
tokenplan,freecell,freecell-2-3,56260,10,IPC2000
blackbox,freecell,freecell-2-4,13565.822,9,IPC2000
ff,freecell,freecell-2-4,80,9,IPC2000
grt,freecell,freecell-2-4,750,8,IPC2000
hsp,freecell,freecell-2-4,4370,8,IPC2000
ipp,freecell,freecell-2-4,34550,9,IPC2000
mips,freecell,freecell-2-4,190,10,IPC2000
shop,freecell,freecell-2-4,30,8,IPC2000
stan,freecell,freecell-2-4,30,8,IPC2000
system-r,freecell,freecell-2-4,440,8,IPC2000
talplan,freecell,freecell-2-4,147,8,IPC2000
blackbox,freecell,freecell-2-5,5486.848,9,IPC2000
ff,freecell,freecell-2-5,80,9,IPC2000
hsp,freecell,freecell-2-5,3980,9,IPC2000
ipp,freecell,freecell-2-5,30110,9,IPC2000
mips,freecell,freecell-2-5,210,10,IPC2000
shop,freecell,freecell-2-5,30,9,IPC2000
stan,freecell,freecell-2-5,40,10,IPC2000
system-r,freecell,freecell-2-5,460,9,IPC2000
talplan,freecell,freecell-2-5,147,9,IPC2000
tokenplan,freecell,freecell-2-5,444370,11,IPC2000
ff,freecell,freecell-3-1,240,21,IPC2000
grt,freecell,freecell-3-1,500,20,IPC2000
hsp,freecell,freecell-3-1,18530,18,IPC2000
mips,freecell,freecell-3-1,330,17,IPC2000
shop,freecell,freecell-3-1,100,15,IPC2000
stan,freecell,freecell-3-1,50,16,IPC2000
system-r,freecell,freecell-3-1,1120,14,IPC2000
talplan,freecell,freecell-3-1,137,14,IPC2000
ff,freecell,freecell-3-2,260,20,IPC2000
grt,freecell,freecell-3-2,430,17,IPC2000
hsp,freecell,freecell-3-2,13910,15,IPC2000
mips,freecell,freecell-3-2,310,17,IPC2000
shop,freecell,freecell-3-2,110,15,IPC2000
stan,freecell,freecell-3-2,70,16,IPC2000
system-r,freecell,freecell-3-2,1250,13,IPC2000
talplan,freecell,freecell-3-2,147,13,IPC2000
ff,freecell,freecell-3-3,290,20,IPC2000
grt,freecell,freecell-3-3,470,20,IPC2000
hsp,freecell,freecell-3-3,25850,15,IPC2000
ipp,freecell,freecell-3-3,514740,14,IPC2000
mips,freecell,freecell-3-3,310,16,IPC2000
shop,freecell,freecell-3-3,150,16,IPC2000
stan,freecell,freecell-3-3,80,18,IPC2000
system-r,freecell,freecell-3-3,1140,12,IPC2000
talplan,freecell,freecell-3-3,157,12,IPC2000
ff,freecell,freecell-3-4,200,17,IPC2000
grt,freecell,freecell-3-4,420,14,IPC2000
hsp,freecell,freecell-3-4,39940,16,IPC2000
mips,freecell,freecell-3-4,280,13,IPC2000
shop,freecell,freecell-3-4,40,12,IPC2000
stan,freecell,freecell-3-4,70,14,IPC2000
system-r,freecell,freecell-3-4,1190,12,IPC2000
talplan,freecell,freecell-3-4,147,12,IPC2000
ff,freecell,freecell-3-5,260,20,IPC2000
grt,freecell,freecell-3-5,430,18,IPC2000
hsp,freecell,freecell-3-5,21440,17,IPC2000
ipp,freecell,freecell-3-5,905770,14,IPC2000
mips,freecell,freecell-3-5,290,15,IPC2000
shop,freecell,freecell-3-5,90,15,IPC2000
stan,freecell,freecell-3-5,60,18,IPC2000
system-r,freecell,freecell-3-5,1130,13,IPC2000
talplan,freecell,freecell-3-5,147,13,IPC2000
ff,freecell,freecell-4-1,500,28,IPC2000
grt,freecell,freecell-4-1,720,32,IPC2000
hsp,freecell,freecell-4-1,60500,25,IPC2000
mips,freecell,freecell-4-1,1390,28,IPC2000
shop,freecell,freecell-4-1,330,33,IPC2000
stan,freecell,freecell-4-1,130,24,IPC2000
system-r,freecell,freecell-4-1,3510,20,IPC2000
talplan,freecell,freecell-4-1,167,19,IPC2000
ff,freecell,freecell-4-2,900,29,IPC2000
grt,freecell,freecell-4-2,670,23,IPC2000
hsp,freecell,freecell-4-2,71490,24,IPC2000
mips,freecell,freecell-4-2,610,29,IPC2000
shop,freecell,freecell-4-2,280,27,IPC2000
stan,freecell,freecell-4-2,150,22,IPC2000
system-r,freecell,freecell-4-2,2490,17,IPC2000
talplan,freecell,freecell-4-2,167,18,IPC2000
ff,freecell,freecell-4-3,510,29,IPC2000
grt,freecell,freecell-4-3,780,28,IPC2000
hsp,freecell,freecell-4-3,78490,31,IPC2000
mips,freecell,freecell-4-3,560,22,IPC2000
shop,freecell,freecell-4-3,240,24,IPC2000
stan,freecell,freecell-4-3,140,23,IPC2000
system-r,freecell,freecell-4-3,2900,18,IPC2000
talplan,freecell,freecell-4-3,177,18,IPC2000
ff,freecell,freecell-4-4,370,23,IPC2000
grt,freecell,freecell-4-4,710,29,IPC2000
hsp,freecell,freecell-4-4,76410,26,IPC2000
mips,freecell,freecell-4-4,870,26,IPC2000
shop,freecell,freecell-4-4,380,31,IPC2000
stan,freecell,freecell-4-4,110,22,IPC2000
system-r,freecell,freecell-4-4,2580,19,IPC2000
talplan,freecell,freecell-4-4,157,18,IPC2000
ff,freecell,freecell-4-5,1190,33,IPC2000
grt,freecell,freecell-4-5,770,35,IPC2000
hsp,freecell,freecell-4-5,48890,25,IPC2000
mips,freecell,freecell-4-5,2040,37,IPC2000
shop,freecell,freecell-4-5,200,24,IPC2000
stan,freecell,freecell-4-5,140,25,IPC2000
system-r,freecell,freecell-4-5,2820,18,IPC2000
talplan,freecell,freecell-4-5,167,19,IPC2000
ff,freecell,freecell-5-1,1220,37,IPC2000
grt,freecell,freecell-5-1,2540,42,IPC2000
hsp,freecell,freecell-5-1,188010,33,IPC2000
mips,freecell,freecell-5-1,1550,41,IPC2000
shop,freecell,freecell-5-1,340,28,IPC2000
stan,freecell,freecell-5-1,270,34,IPC2000
system-r,freecell,freecell-5-1,6060,24,IPC2000
talplan,freecell,freecell-5-1,237,26,IPC2000
ff,freecell,freecell-5-2,880,40,IPC2000
grt,freecell,freecell-5-2,1040,30,IPC2000
hsp,freecell,freecell-5-2,72490,30,IPC2000
mips,freecell,freecell-5-2,1140,33,IPC2000
shop,freecell,freecell-5-2,590,36,IPC2000
stan,freecell,freecell-5-2,250,34,IPC2000
system-r,freecell,freecell-5-2,5470,26,IPC2000
talplan,freecell,freecell-5-2,157,25,IPC2000
ff,freecell,freecell-5-3,1500,44,IPC2000
hsp,freecell,freecell-5-3,123020,35,IPC2000
mips,freecell,freecell-5-3,6230,35,IPC2000
shop,freecell,freecell-5-3,380,34,IPC2000
stan,freecell,freecell-5-3,250,29,IPC2000
system-r,freecell,freecell-5-3,5010,24,IPC2000
talplan,freecell,freecell-5-3,207,25,IPC2000
ff,freecell,freecell-5-4,930,39,IPC2000
hsp,freecell,freecell-5-4,134220,29,IPC2000
mips,freecell,freecell-5-4,870,27,IPC2000
shop,freecell,freecell-5-4,360,31,IPC2000
stan,freecell,freecell-5-4,240,29,IPC2000
system-r,freecell,freecell-5-4,5250,24,IPC2000
talplan,freecell,freecell-5-4,207,23,IPC2000
ff,freecell,freecell-5-5,950,35,IPC2000
hsp,freecell,freecell-5-5,132610,41,IPC2000
shop,freecell,freecell-5-5,640,48,IPC2000
stan,freecell,freecell-5-5,310,34,IPC2000
system-r,freecell,freecell-5-5,5350,25,IPC2000
talplan,freecell,freecell-5-5,197,26,IPC2000
ff,freecell,freecell-6-1,3210,42,IPC2000
hsp,freecell,freecell-6-1,132340,44,IPC2000
mips,freecell,freecell-6-1,5800,52,IPC2000
shop,freecell,freecell-6-1,930,58,IPC2000
stan,freecell,freecell-6-1,410,42,IPC2000
system-r,freecell,freecell-6-1,8240,30,IPC2000
talplan,freecell,freecell-6-1,277,31,IPC2000
ff,freecell,freecell-6-2,1430,42,IPC2000
grt,freecell,freecell-6-2,1730,43,IPC2000
grt,freecell,freecell-6-2,1710,43,IPC2000
hsp,freecell,freecell-6-2,93390,37,IPC2000
mips,freecell,freecell-6-2,4770,40,IPC2000
shop,freecell,freecell-6-2,820,60,IPC2000
stan,freecell,freecell-6-2,550,81,IPC2000
system-r,freecell,freecell-6-2,9230,28,IPC2000
talplan,freecell,freecell-6-2,197,31,IPC2000
ff,freecell,freecell-6-3,1440,47,IPC2000
hsp,freecell,freecell-6-3,141840,42,IPC2000
mips,freecell,freecell-6-3,4540,39,IPC2000
shop,freecell,freecell-6-3,500,44,IPC2000
stan,freecell,freecell-6-3,450,43,IPC2000
system-r,freecell,freecell-6-3,9800,29,IPC2000
talplan,freecell,freecell-6-3,247,30,IPC2000
ff,freecell,freecell-6-4,3050,48,IPC2000
hsp,freecell,freecell-6-4,389640,37,IPC2000
mips,freecell,freecell-6-4,2570,39,IPC2000
shop,freecell,freecell-6-4,670,53,IPC2000
stan,freecell,freecell-6-4,530,52,IPC2000
system-r,freecell,freecell-6-4,7560,29,IPC2000
talplan,freecell,freecell-6-4,257,29,IPC2000
ff,freecell,freecell-6-5,2410,52,IPC2000
hsp,freecell,freecell-6-5,366700,46,IPC2000
mips,freecell,freecell-6-5,5790,51,IPC2000
shop,freecell,freecell-6-5,940,50,IPC2000
stan,freecell,freecell-6-5,510,49,IPC2000
system-r,freecell,freecell-6-5,10080,36,IPC2000
talplan,freecell,freecell-6-5,277,33,IPC2000
ff,freecell,freecell-7-1,2820,48,IPC2000
hsp,freecell,freecell-7-1,148770,43,IPC2000
mips,freecell,freecell-7-1,70530,54,IPC2000
shop,freecell,freecell-7-1,980,54,IPC2000
stan,freecell,freecell-7-1,740,54,IPC2000
system-r,freecell,freecell-7-1,14570,38,IPC2000
talplan,freecell,freecell-7-1,1057,39,IPC2000
ff,freecell,freecell-7-2,2670,52,IPC2000
hsp,freecell,freecell-7-2,166850,51,IPC2000
mips,freecell,freecell-7-2,11820,49,IPC2000
shop,freecell,freecell-7-2,810,46,IPC2000
