Planner,Dom,Problem,Time,Steps,comp
stan,freecell,freecell-7-2,710,52,IPC2000
system-r,freecell,freecell-7-2,12220,35,IPC2000
talplan,freecell,freecell-7-2,307,37,IPC2000
ff,freecell,freecell-7-3,2300,41,IPC2000
hsp,freecell,freecell-7-3,137230,39,IPC2000
mips,freecell,freecell-7-3,7490,48,IPC2000
shop,freecell,freecell-7-3,870,56,IPC2000
stan,freecell,freecell-7-3,1240,130,IPC2000
system-r,freecell,freecell-7-3,15310,33,IPC2000
talplan,freecell,freecell-7-3,357,34,IPC2000
ff,freecell,freecell-7-4,6370,56,IPC2000
hsp,freecell,freecell-7-4,271060,47,IPC2000
shop,freecell,freecell-7-4,1170,64,IPC2000
stan,freecell,freecell-7-4,660,49,IPC2000
system-r,freecell,freecell-7-4,10920,36,IPC2000
talplan,freecell,freecell-7-4,1647,40,IPC2000
ff,freecell,freecell-7-5,5000,59,IPC2000
shop,freecell,freecell-7-5,1670,56,IPC2000
stan,freecell,freecell-7-5,930,88,IPC2000
system-r,freecell,freecell-7-5,20140,45,IPC2000
talplan,freecell,freecell-7-5,887,41,IPC2000
ff,freecell,freecell-8-1,6660,65,IPC2000
hsp,freecell,freecell-8-1,753950,67,IPC2000
shop,freecell,freecell-8-1,1710,86,IPC2000
stan,freecell,freecell-8-1,1050,66,IPC2000
system-r,freecell,freecell-8-1,26440,51,IPC2000
talplan,freecell,freecell-8-1,3197,67,IPC2000
ff,freecell,freecell-8-2,131960.007,67,IPC2000
hsp,freecell,freecell-8-2,399630,55,IPC2000
mips,freecell,freecell-8-2,138290,58,IPC2000
shop,freecell,freecell-8-2,1330,70,IPC2000
stan,freecell,freecell-8-2,1130,70,IPC2000
system-r,freecell,freecell-8-2,19790,42,IPC2000
talplan,freecell,freecell-8-2,367,40,IPC2000
ff,freecell,freecell-8-3,2260,52,IPC2000
hsp,freecell,freecell-8-3,231800,50,IPC2000
mips,freecell,freecell-8-3,37870,66,IPC2000
shop,freecell,freecell-8-3,960,60,IPC2000
stan,freecell,freecell-8-3,1180,81,IPC2000
system-r,freecell,freecell-8-3,21080,39,IPC2000
talplan,freecell,freecell-8-3,457,43,IPC2000
ff,freecell,freecell-8-4,32119.999,67,IPC2000
hsp,freecell,freecell-8-4,871510,69,IPC2000
shop,freecell,freecell-8-4,1560,79,IPC2000
system-r,freecell,freecell-8-4,23480,48,IPC2000
talplan,freecell,freecell-8-4,3577,123,IPC2000
ff,freecell,freecell-8-5,46700.001,83,IPC2000
shop,freecell,freecell-8-5,1870,70,IPC2000
stan,freecell,freecell-8-5,1250,76,IPC2000
system-r,freecell,freecell-8-5,27880,54,IPC2000
talplan,freecell,freecell-8-5,2697,55,IPC2000
ff,freecell,freecell-9-1,5740,73,IPC2000
mips,freecell,freecell-9-1,1079000,92,IPC2000
shop,freecell,freecell-9-1,2230,79,IPC2000
stan,freecell,freecell-9-1,1610,82,IPC2000
system-r,freecell,freecell-9-1,32270,56,IPC2000
talplan,freecell,freecell-9-1,2617,52,IPC2000
ff,freecell,freecell-9-2,3060,58,IPC2000
hsp,freecell,freecell-9-2,425810,68,IPC2000
mips,freecell,freecell-9-2,69060,71,IPC2000
shop,freecell,freecell-9-2,1720,95,IPC2000
stan,freecell,freecell-9-2,1570,76,IPC2000
system-r,freecell,freecell-9-2,27350,49,IPC2000
talplan,freecell,freecell-9-2,537,49,IPC2000
ff,freecell,freecell-9-3,3260,54,IPC2000
hsp,freecell,freecell-9-3,366120,52,IPC2000
mips,freecell,freecell-9-3,134470,66,IPC2000
shop,freecell,freecell-9-3,1540,86,IPC2000
stan,freecell,freecell-9-3,1650,88,IPC2000
system-r,freecell,freecell-9-3,30370,45,IPC2000
talplan,freecell,freecell-9-3,937,48,IPC2000
ff,freecell,freecell-9-4,42900.002,71,IPC2000
mips,freecell,freecell-9-4,470500,83,IPC2000
shop,freecell,freecell-9-4,2340,90,IPC2000
stan,freecell,freecell-9-4,1720,94,IPC2000
system-r,freecell,freecell-9-4,38060,59,IPC2000
talplan,freecell,freecell-9-4,3227,97,IPC2000
ff,freecell,freecell-9-5,10380,89,IPC2000
shop,freecell,freecell-9-5,2740,98,IPC2000
stan,freecell,freecell-9-5,2090,135,IPC2000
system-r,freecell,freecell-9-5,47570,75,IPC2000
talplan,freecell,freecell-9-5,3317,228,IPC2000
blackbox,log,log-x-1,1079.427,27,IPC2000
ff,log,log-x-1,30,26,IPC2000
grt,log,log-x-1,300,28,IPC2000
hsp,log,log-x-1,95.9,34,IPC2000
mips,log,log-x-1,40,26,IPC2000
pbr,log,log-x-1,710,28,IPC2000
shop,log,log-x-1,100,26,IPC2000
stan,log,log-x-1,30,26,IPC2000
system-r,log,log-x-1,3960,41,IPC2000
system-r,log,log-x-1,360,53,IPC2000
talplan,log,log-x-1,230,26,IPC2000
tokenplan,log,log-x-1,1410,27,IPC2000
blackbox,log,log-x-2,2997.688,32,IPC2000
ff,log,log-x-2,90,32,IPC2000
grt,log,log-x-2,2300,33,IPC2000
hsp,log,log-x-2,459.4,36,IPC2000
mips,log,log-x-2,90,32,IPC2000
pbr,log,log-x-2,980,34,IPC2000
shop,log,log-x-2,220,33,IPC2000
stan,log,log-x-2,100,32,IPC2000
system-r,log,log-x-2,28380,60,IPC2000
system-r,log,log-x-2,810,83,IPC2000
talplan,log,log-x-2,240,33,IPC2000
tokenplan,log,log-x-2,8220,32,IPC2000
blackbox,log,log-x-3,100624.316,73,IPC2000
ff,log,log-x-3,320,54,IPC2000
grt,log,log-x-3,18670,55,IPC2000
hsp,log,log-x-3,2822.6,61,IPC2000
mips,log,log-x-3,530,55,IPC2000
pbr,log,log-x-3,4820,57,IPC2000
shop,log,log-x-3,500,55,IPC2000
stan,log,log-x-3,300,54,IPC2000
system-r,log,log-x-3,1605480,124,IPC2000
system-r,log,log-x-3,2820,122,IPC2000
talplan,log,log-x-3,300,55,IPC2000
tokenplan,log,log-x-3,753500,56,IPC2000
blackbox,log,log-x-4,158382.715,72,IPC2000
ff,log,log-x-4,620,61,IPC2000
grt,log,log-x-4,99820,63,IPC2000
hsp,log,log-x-4,5157.8,64,IPC2000
mips,log,log-x-4,680,59,IPC2000
pbr,log,log-x-4,5840,62,IPC2000
shop,log,log-x-4,1440,59,IPC2000
stan,log,log-x-4,670,58,IPC2000
system-r,log,log-x-4,92900,146,IPC2000
talplan,log,log-x-4,310,59,IPC2000
blackbox,logistics,logistics-10-0,167553.946,48,IPC2000
ff,logistics,logistics-10-0,40,46,IPC2000
grt,logistics,logistics-10-0,510,46,IPC2000
hsp,logistics,logistics-10-0,70.3,56,IPC2000
mips,logistics,logistics-10-0,50,48,IPC2000
pbr,logistics,logistics-10-0,4120,48,IPC2000
shop,logistics,logistics-10-0,90,46,IPC2000
stan,logistics,logistics-10-0,30,46,IPC2000
system-r,logistics,logistics-10-0,1850,60,IPC2000
system-r,logistics,logistics-10-0,210,60,IPC2000
talplan,logistics,logistics-10-0,260,46,IPC2000
tokenplan,logistics,logistics-10-0,73940,46,IPC2000
shop,logistics,logistics-100-0,280090,621,IPC2000
system-r,logistics,logistics-100-0,640430,3540,IPC2000
talplan,logistics,logistics-100-0,644,646,IPC2000
shop,logistics,logistics-100-1,286090,619,IPC2000
system-r,logistics,logistics-100-1,633670,3569,IPC2000
talplan,logistics,logistics-100-1,594,638,IPC2000
altalt,logistics,logistics-10-1,1358,53,IPC2000
blackbox,logistics,logistics-10-1,64429.689,42,IPC2000
ff,logistics,logistics-10-1,30,42,IPC2000
hsp,logistics,logistics-10-1,65.8,52,IPC2000
ipp,logistics,logistics-10-1,67060,42,IPC2000
mips,logistics,logistics-10-1,40,42,IPC2000
pbr,logistics,logistics-10-1,9530,45,IPC2000
shop,logistics,logistics-10-1,120,42,IPC2000
stan,logistics,logistics-10-1,30,42,IPC2000
system-r,logistics,logistics-10-1,2570,59,IPC2000
system-r,logistics,logistics-10-1,240,59,IPC2000
talplan,logistics,logistics-10-1,240,43,IPC2000
tokenplan,logistics,logistics-10-1,2930,42,IPC2000
altalt,logistics,logistics-11-0,37791,64,IPC2000
blackbox,logistics,logistics-11-0,97239.828,48,IPC2000
ff,logistics,logistics-11-0,40,49,IPC2000
hsp,logistics,logistics-11-0,83.3,62,IPC2000
mips,logistics,logistics-11-0,50,49,IPC2000
pbr,logistics,logistics-11-0,5880,50,IPC2000
shop,logistics,logistics-11-0,120,49,IPC2000
stan,logistics,logistics-11-0,40,49,IPC2000
system-r,logistics,logistics-11-0,230,67,IPC2000
talplan,logistics,logistics-11-0,240,51,IPC2000
blackbox,logistics,logistics-11-1,170729.444,62,IPC2000
ff,logistics,logistics-11-1,50,60,IPC2000
hsp,logistics,logistics-11-1,88.7,76,IPC2000
mips,logistics,logistics-11-1,70,66,IPC2000
pbr,logistics,logistics-11-1,57360,62,IPC2000
shop,logistics,logistics-11-1,200,61,IPC2000
stan,logistics,logistics-11-1,80,61,IPC2000
system-r,logistics,logistics-11-1,3000,83,IPC2000
system-r,logistics,logistics-11-1,340,83,IPC2000
talplan,logistics,logistics-11-1,250,63,IPC2000
altalt,logistics,logistics-12-0,8976,54,IPC2000
blackbox,logistics,logistics-12-0,73296.117,46,IPC2000
ff,logistics,logistics-12-0,30,42,IPC2000
hsp,logistics,logistics-12-0,88.6,52,IPC2000
ipp,logistics,logistics-12-0,257290,43,IPC2000
mips,logistics,logistics-12-0,40,43,IPC2000
pbr,logistics,logistics-12-0,6660,44,IPC2000
shop,logistics,logistics-12-0,110,43,IPC2000
stan,logistics,logistics-12-0,30,42,IPC2000
system-r,logistics,logistics-12-0,2370,57,IPC2000
system-r,logistics,logistics-12-0,240,57,IPC2000
talplan,logistics,logistics-12-0,240,43,IPC2000
blackbox,logistics,logistics-12-1,168582.089,72,IPC2000
ff,logistics,logistics-12-1,50,73,IPC2000
hsp,logistics,logistics-12-1,107,88,IPC2000
mips,logistics,logistics-12-1,90,75,IPC2000
pbr,logistics,logistics-12-1,82090,71,IPC2000
shop,logistics,logistics-12-1,170,68,IPC2000
stan,logistics,logistics-12-1,110,68,IPC2000
system-r,logistics,logistics-12-1,3320,102,IPC2000
system-r,logistics,logistics-12-1,390,102,IPC2000
talplan,logistics,logistics-12-1,250,74,IPC2000
blackbox,logistics,logistics-13-0,334779.719,81,IPC2000
ff,logistics,logistics-13-0,160,75,IPC2000
hsp,logistics,logistics-13-0,257.7,91,IPC2000
mips,logistics,logistics-13-0,240,82,IPC2000
pbr,logistics,logistics-13-0,21590,81,IPC2000
shop,logistics,logistics-13-0,280,74,IPC2000
stan,logistics,logistics-13-0,240,75,IPC2000
system-r,logistics,logistics-13-0,8570,134,IPC2000
system-r,logistics,logistics-13-0,690,134,IPC2000
talplan,logistics,logistics-13-0,270,83,IPC2000
blackbox,logistics,logistics-13-1,381342.967,65,IPC2000
ff,logistics,logistics-13-1,110,66,IPC2000
hsp,logistics,logistics-13-1,267.4,83,IPC2000
mips,logistics,logistics-13-1,170,67,IPC2000
pbr,logistics,logistics-13-1,13680,73,IPC2000
shop,logistics,logistics-13-1,230,65,IPC2000
stan,logistics,logistics-13-1,140,66,IPC2000
system-r,logistics,logistics-13-1,6760,106,IPC2000
system-r,logistics,logistics-13-1,540,106,IPC2000
talplan,logistics,logistics-13-1,250,66,IPC2000
altalt,logistics,logistics-14-0,247686,72,IPC2000
blackbox,logistics,logistics-14-0,148916.819,62,IPC2000
ff,logistics,logistics-14-0,60,58,IPC2000
hsp,logistics,logistics-14-0,271.9,77,IPC2000
mips,logistics,logistics-14-0,100,58,IPC2000
pbr,logistics,logistics-14-0,8890,64,IPC2000
shop,logistics,logistics-14-0,220,58,IPC2000
stan,logistics,logistics-14-0,120,59,IPC2000
system-r,logistics,logistics-14-0,6580,108,IPC2000
system-r,logistics,logistics-14-0,520,108,IPC2000
talplan,logistics,logistics-14-0,260,58,IPC2000
blackbox,logistics,logistics-14-1,272477.886,73,IPC2000
ff,logistics,logistics-14-1,210,83,IPC2000
hsp,logistics,logistics-14-1,300.5,94,IPC2000
mips,logistics,logistics-14-1,150,76,IPC2000
pbr,logistics,logistics-14-1,30960,78,IPC2000
shop,logistics,logistics-14-1,280,75,IPC2000
stan,logistics,logistics-14-1,220,71,IPC2000
system-r,logistics,logistics-14-1,8550,134,IPC2000
system-r,logistics,logistics-14-1,740,134,IPC2000
talplan,logistics,logistics-14-1,250,76,IPC2000
blackbox,logistics,logistics-15-0,348735.444,86,IPC2000
ff,logistics,logistics-15-0,120,82,IPC2000
hsp,logistics,logistics-15-0,321.7,94,IPC2000
mips,logistics,logistics-15-0,170,82,IPC2000
pbr,logistics,logistics-15-0,48030,88,IPC2000
shop,logistics,logistics-15-0,370,80,IPC2000
stan,logistics,logistics-15-0,300,80,IPC2000
system-r,logistics,logistics-15-0,11570,150,IPC2000
system-r,logistics,logistics-15-0,880,150,IPC2000
talplan,logistics,logistics-15-0,260,82,IPC2000
blackbox,logistics,logistics-15-1,184115.709,75,IPC2000
ff,logistics,logistics-15-1,90,70,IPC2000
hsp,logistics,logistics-15-1,305.5,85,IPC2000
mips,logistics,logistics-15-1,120,69,IPC2000
pbr,logistics,logistics-15-1,24330,75,IPC2000
shop,logistics,logistics-15-1,390,68,IPC2000
stan,logistics,logistics-15-1,220,68,IPC2000
system-r,logistics,logistics-15-1,9740,133,IPC2000
system-r,logistics,logistics-15-1,750,133,IPC2000
talplan,logistics,logistics-15-1,260,71,IPC2000
ff,LOGISTICS,LOGISTICS-16-0,240,93,IPC2000
grt,logistics,logistics-16-0,1730,93,IPC2000
hsp,logistics,logistics-16-0,956.3,110,IPC2000
mips,logistics,logistics-16-0,520,96,IPC2000
shop,logistics,logistics-16-0,670,90,IPC2000
stan,logistics,logistics-16-0,550,89,IPC2000
system-r,logistics,logistics-16-0,44940,175,IPC2000
system-r,logistics,logistics-16-0,1240,175,IPC2000
talplan,logistics,logistics-16-0,104,90,IPC2000
ff,LOGISTICS,LOGISTICS-16-1,180,85,IPC2000
grt,logistics,logistics-16-1,1720,88,IPC2000
hsp,logistics,logistics-16-1,735.2,103,IPC2000
mips,logistics,logistics-16-1,390,85,IPC2000
shop,logistics,logistics-16-1,640,83,IPC2000
stan,logistics,logistics-16-1,500,83,IPC2000
system-r,logistics,logistics-16-1,52780,170,IPC2000
system-r,logistics,logistics-16-1,1310,170,IPC2000
talplan,logistics,logistics-16-1,84,85,IPC2000
ff,LOGISTICS,LOGISTICS-17-0,270,99,IPC2000
grt,logistics,logistics-17-0,1890,102,IPC2000
hsp,logistics,logistics-17-0,998.9,117,IPC2000
mips,logistics,logistics-17-0,560,100,IPC2000
shop,logistics,logistics-17-0,460,92,IPC2000
stan,logistics,logistics-17-0,480,93,IPC2000
system-r,logistics,logistics-17-0,36450,170,IPC2000
system-r,logistics,logistics-17-0,1100,170,IPC2000
talplan,logistics,logistics-17-0,94,96,IPC2000
ff,LOGISTICS,LOGISTICS-17-1,300,93,IPC2000
grt,logistics,logistics-17-1,1870,98,IPC2000
hsp,logistics,logistics-17-1,1077.3,119,IPC2000
mips,logistics,logistics-17-1,700,100,IPC2000
shop,logistics,logistics-17-1,700,95,IPC2000
stan,logistics,logistics-17-1,620,95,IPC2000
system-r,logistics,logistics-17-1,49570,178,IPC2000
system-r,logistics,logistics-17-1,1310,178,IPC2000
talplan,logistics,logistics-17-1,94,97,IPC2000
ff,LOGISTICS,LOGISTICS-18-0,1180,126,IPC2000
grt,logistics,logistics-18-0,2460,132,IPC2000
hsp,logistics,logistics-18-0,1226.1,142,IPC2000
mips,logistics,logistics-18-0,930,127,IPC2000
pbr,logistics,logistics-18-0,279190,128,IPC2000
shop,logistics,logistics-18-0,730,119,IPC2000
shop,logistics,logistics-18-0,710,119,IPC2000
stan,logistics,logistics-18-0,1060,117,IPC2000
system-r,logistics,logistics-18-0,55790,227,IPC2000
system-r,logistics,logistics-18-0,1690,227,IPC2000
system-r,logistics,logistics-18-0,1670,227,IPC2000
talplan,logistics,logistics-18-0,280,126,IPC2000
talplan,logistics,logistics-18-0,94,120,IPC2000
ff,LOGISTICS,LOGISTICS-18-1,280,87,IPC2000
grt,logistics,logistics-18-1,1770,88,IPC2000
hsp,logistics,logistics-18-1,902.5,101,IPC2000
mips,logistics,logistics-18-1,360,78,IPC2000
pbr,logistics,logistics-18-1,35040,83,IPC2000
shop,logistics,logistics-18-1,370,79,IPC2000
shop,logistics,logistics-18-1,370,79,IPC2000
stan,logistics,logistics-18-1,290,78,IPC2000
system-r,logistics,logistics-18-1,35240,147,IPC2000
system-r,logistics,logistics-18-1,950,147,IPC2000
system-r,logistics,logistics-18-1,970,147,IPC2000
talplan,logistics,logistics-18-1,270,87,IPC2000
talplan,logistics,logistics-18-1,84,81,IPC2000
ff,LOGISTICS,LOGISTICS-19-0,430,103,IPC2000
grt,logistics,logistics-19-0,3070,108,IPC2000
hsp,logistics,logistics-19-0,1807.1,133,IPC2000
mips,logistics,logistics-19-0,1140,109,IPC2000
shop,logistics,logistics-19-0,640,102,IPC2000
stan,logistics,logistics-19-0,700,101,IPC2000
system-r,logistics,logistics-19-0,77780,180,IPC2000
system-r,logistics,logistics-19-0,1450,180,IPC2000
talplan,logistics,logistics-19-0,94,103,IPC2000
ff,LOGISTICS,LOGISTICS-19-1,310,93,IPC2000
grt,logistics,logistics-19-1,2860,99,IPC2000
hsp,logistics,logistics-19-1,1645.3,119,IPC2000
mips,logistics,logistics-19-1,620,96,IPC2000
shop,logistics,logistics-19-1,520,89,IPC2000
stan,logistics,logistics-19-1,480,89,IPC2000
system-r,logistics,logistics-19-1,82020,163,IPC2000
system-r,logistics,logistics-19-1,1480,163,IPC2000
talplan,logistics,logistics-19-1,94,93,IPC2000
ff,LOGISTICS,LOGISTICS-20-0,560,118,IPC2000
grt,logistics,logistics-20-0,3280,118,IPC2000
hsp,logistics,logistics-20-0,1795.5,139,IPC2000
mips,logistics,logistics-20-0,750,118,IPC2000
pbr,logistics,logistics-20-0,202540,118,IPC2000
shop,logistics,logistics-20-0,780,112,IPC2000
shop,logistics,logistics-20-0,780,112,IPC2000
stan,logistics,logistics-20-0,1050,110,IPC2000
system-r,logistics,logistics-20-0,109320,221,IPC2000
system-r,logistics,logistics-20-0,2140,221,IPC2000
system-r,logistics,logistics-20-0,2120,221,IPC2000
talplan,logistics,logistics-20-0,290,117,IPC2000
talplan,logistics,logistics-20-0,104,111,IPC2000
ff,LOGISTICS,LOGISTICS-20-1,360,111,IPC2000
grt,logistics,logistics-20-1,3500,113,IPC2000
hsp,logistics,logistics-20-1,2045.3,133,IPC2000
mips,logistics,logistics-20-1,680,108,IPC2000
pbr,logistics,logistics-20-1,130260,109,IPC2000
shop,logistics,logistics-20-1,820,104,IPC2000
shop,logistics,logistics-20-1,810,104,IPC2000
stan,logistics,logistics-20-1,1020,106,IPC2000
system-r,logistics,logistics-20-1,103930,200,IPC2000
system-r,logistics,logistics-20-1,1910,200,IPC2000
system-r,logistics,logistics-20-1,1910,200,IPC2000
talplan,logistics,logistics-20-1,290,108,IPC2000
talplan,logistics,logistics-20-1,94,106,IPC2000
ff,LOGISTICS,LOGISTICS-21-0,720,118,IPC2000
grt,logistics,logistics-21-0,3240,119,IPC2000
hsp,logistics,logistics-21-0,1898.2,143,IPC2000
mips,logistics,logistics-21-0,800,120,IPC2000
shop,logistics,logistics-21-0,1180,115,IPC2000
stan,logistics,logistics-21-0,1400,113,IPC2000
system-r,logistics,logistics-21-0,129100,224,IPC2000
system-r,logistics,logistics-21-0,2310,224,IPC2000
talplan,logistics,logistics-21-0,94,116,IPC2000
ff,LOGISTICS,LOGISTICS-21-1,250,104,IPC2000
grt,logistics,logistics-21-1,3280,110,IPC2000
hsp,logistics,logistics-21-1,1919.2,128,IPC2000
mips,logistics,logistics-21-1,610,102,IPC2000
shop,logistics,logistics-21-1,970,103,IPC2000
stan,logistics,logistics-21-1,1070,103,IPC2000
system-r,logistics,logistics-21-1,121260,210,IPC2000
system-r,logistics,logistics-21-1,2120,210,IPC2000
talplan,logistics,logistics-21-1,194,104,IPC2000
ff,LOGISTICS,LOGISTICS-22-0,820,115,IPC2000
grt,logistics,logistics-22-0,5490,122,IPC2000
hsp,logistics,logistics-22-0,2902.9,141,IPC2000
mips,logistics,logistics-22-0,1220,119,IPC2000
shop,logistics,logistics-22-0,1180,115,IPC2000
stan,logistics,logistics-22-0,1490,113,IPC2000
system-r,logistics,logistics-22-0,192890,219,IPC2000
system-r,logistics,logistics-22-0,2610,219,IPC2000
talplan,logistics,logistics-22-0,94,116,IPC2000
ff,LOGISTICS,LOGISTICS-22-1,1480,116,IPC2000
grt,logistics,logistics-22-1,5280,117,IPC2000
hsp,logistics,logistics-22-1,2735.5,142,IPC2000
mips,logistics,logistics-22-1,950,110,IPC2000
shop,logistics,logistics-22-1,1780,111,IPC2000
stan,logistics,logistics-22-1,1820,111,IPC2000
system-r,logistics,logistics-22-1,226440,234,IPC2000
system-r,logistics,logistics-22-1,3030,234,IPC2000
talplan,logistics,logistics-22-1,104,114,IPC2000
ff,LOGISTICS,LOGISTICS-23-0,580,117,IPC2000
grt,logistics,logistics-23-0,5840,126,IPC2000
hsp,logistics,logistics-23-0,3316.7,148,IPC2000
mips,logistics,logistics-23-0,1200,122,IPC2000
shop,logistics,logistics-23-0,1460,116,IPC2000
stan,logistics,logistics-23-0,1690,116,IPC2000
system-r,logistics,logistics-23-0,214620,237,IPC2000
system-r,logistics,logistics-23-0,2910,237,IPC2000
talplan,logistics,logistics-23-0,104,119,IPC2000
ff,LOGISTICS,LOGISTICS-23-1,350,104,IPC2000
grt,logistics,logistics-23-1,4660,107,IPC2000
hsp,logistics,logistics-23-1,2668,124,IPC2000
mips,logistics,logistics-23-1,880,106,IPC2000
shop,logistics,logistics-23-1,1210,104,IPC2000
stan,logistics,logistics-23-1,1170,102,IPC2000
system-r,logistics,logistics-23-1,209750,209,IPC2000
system-r,logistics,logistics-23-1,2730,209,IPC2000
talplan,logistics,logistics-23-1,94,104,IPC2000
ff,LOGISTICS,LOGISTICS-24-0,540,136,IPC2000
grt,logistics,logistics-24-0,6780,146,IPC2000
hsp,logistics,logistics-24-0,3810.3,170,IPC2000
mips,logistics,logistics-24-0,1070,134,IPC2000
shop,logistics,logistics-24-0,1620,132,IPC2000
stan,logistics,logistics-24-0,2700,131,IPC2000
system-r,logistics,logistics-24-0,240850,278,IPC2000
system-r,logistics,logistics-24-0,3510,278,IPC2000
talplan,logistics,logistics-24-0,104,136,IPC2000
ff,LOGISTICS,LOGISTICS-24-1,1770,148,IPC2000
grt,logistics,logistics-24-1,6140,151,IPC2000
hsp,logistics,logistics-24-1,3475.9,173,IPC2000
mips,logistics,logistics-24-1,2570,157,IPC2000
shop,logistics,logistics-24-1,2040,143,IPC2000
stan,logistics,logistics-24-1,3490,143,IPC2000
system-r,logistics,logistics-24-1,275160,293,IPC2000
system-r,logistics,logistics-24-1,4040,293,IPC2000
talplan,logistics,logistics-24-1,104,146,IPC2000
ff,LOGISTICS,LOGISTICS-25-0,1960,159,IPC2000
grt,logistics,logistics-25-0,15170,165,IPC2000
hsp,logistics,logistics-25-0,8176.6,190,IPC2000
mips,logistics,logistics-25-0,2610,152,IPC2000
pbr,logistics,logistics-25-0,387850,168,IPC2000
shop,logistics,logistics-25-0,1860,149,IPC2000
shop,logistics,logistics-25-0,1850,149,IPC2000
stan,logistics,logistics-25-0,4750,149,IPC2000
system-r,logistics,logistics-25-0,376470,350,IPC2000
system-r,logistics,logistics-25-0,4840,350,IPC2000
system-r,logistics,logistics-25-0,4820,350,IPC2000
talplan,logistics,logistics-25-0,430,158,IPC2000
talplan,logistics,logistics-25-0,114,152,IPC2000
ff,LOGISTICS,LOGISTICS-25-1,4370,163,IPC2000
grt,logistics,logistics-25-1,14210,168,IPC2000
hsp,logistics,logistics-25-1,8155.9,195,IPC2000
mips,logistics,logistics-25-1,6560,167,IPC2000
pbr,logistics,logistics-25-1,346570,175,IPC2000
shop,logistics,logistics-25-1,1700,154,IPC2000
shop,logistics,logistics-25-1,1680,154,IPC2000
stan,logistics,logistics-25-1,5160,152,IPC2000
system-r,logistics,logistics-25-1,364400,352,IPC2000
system-r,logistics,logistics-25-1,4760,352,IPC2000
system-r,logistics,logistics-25-1,4760,352,IPC2000
talplan,logistics,logistics-25-1,330,158,IPC2000
talplan,logistics,logistics-25-1,114,154,IPC2000
ff,LOGISTICS,LOGISTICS-26-0,1060,142,IPC2000
grt,logistics,logistics-26-0,11060,149,IPC2000
hsp,logistics,logistics-26-0,7948.7,177,IPC2000
mips,logistics,logistics-26-0,3490,153,IPC2000
shop,logistics,logistics-26-0,1810,139,IPC2000
stan,logistics,logistics-26-0,4580,138,IPC2000
system-r,logistics,logistics-26-0,357150,335,IPC2000
system-r,logistics,logistics-26-0,4660,335,IPC2000
talplan,logistics,logistics-26-0,104,141,IPC2000
ff,LOGISTICS,LOGISTICS-26-1,2580,171,IPC2000
grt,logistics,logistics-26-1,14560,174,IPC2000
hsp,logistics,logistics-26-1,8775.8,198,IPC2000
mips,logistics,logistics-26-1,5630,169,IPC2000
shop,logistics,logistics-26-1,2200,161,IPC2000
stan,logistics,logistics-26-1,6020,156,IPC2000
system-r,logistics,logistics-26-1,405350,370,IPC2000
system-r,logistics,logistics-26-1,5310,370,IPC2000
talplan,logistics,logistics-26-1,104,162,IPC2000
ff,LOGISTICS,LOGISTICS-27-0,2390,154,IPC2000
grt,logistics,logistics-27-0,11510,158,IPC2000
hsp,logistics,logistics-27-0,8935.8,192,IPC2000
mips,logistics,logistics-27-0,3740,154,IPC2000
shop,logistics,logistics-27-0,2050,146,IPC2000
stan,logistics,logistics-27-0,5340,147,IPC2000
system-r,logistics,logistics-27-0,432740,359,IPC2000
system-r,logistics,logistics-27-0,5480,359,IPC2000
talplan,logistics,logistics-27-0,104,149,IPC2000
ff,LOGISTICS,LOGISTICS-27-1,2660,142,IPC2000
grt,logistics,logistics-27-1,10340,146,IPC2000
hsp,logistics,logistics-27-1,8482.3,172,IPC2000
mips,logistics,logistics-27-1,5500,148,IPC2000
shop,logistics,logistics-27-1,1890,140,IPC2000
stan,logistics,logistics-27-1,4340,139,IPC2000
system-r,logistics,logistics-27-1,416030,339,IPC2000
system-r,logistics,logistics-27-1,5100,339,IPC2000
talplan,logistics,logistics-27-1,114,142,IPC2000
ff,LOGISTICS,LOGISTICS-28-0,5470,181,IPC2000
grt,logistics,logistics-28-0,24370,192,IPC2000
hsp,logistics,logistics-28-0,12109.7,215,IPC2000
mips,logistics,logistics-28-0,8820,184,IPC2000
shop,logistics,logistics-28-0,2200,173,IPC2000
stan,logistics,logistics-28-0,9640,171,IPC2000
