"","pkey","com","dom","gn","solvedg","minSteps","graph","complete","gl","fap","parallel","GClass"
"416","IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,70,1,0,9,6,1,"SIG"
"418","IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,72,1,0,9,6,1,"SIG"
"420","IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,74,1,0,9,6,1,"SIG"
"422","IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,80,1,0,9,6,1,"SIG"
"424","IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,82,1,0,9,6,1,"SIG"
"426","IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,82,1,0,9,6,1,"SIG"
"428","IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,80,1,0,9,6,1,"SIG"
"430","IPC2000-elevator-mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,82,1,0,9,6,1,"SIG"
"432","IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,76,1,0,9,6,1,"SIG"
"434","IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,87,1,0,9,6,1,"SIG"
"436","IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,74,1,0,9,6,1,"SIG"
"438","IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,85,1,0,9,6,1,"SIG"
"440","IPC2000-elevator-mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,80,1,0,9,6,1,"SIG"
"442","IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,86,1,0,9,6,1,"SIG"
"444","IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,86,1,0,9,6,1,"SIG"
"446","IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,91,1,0,9,6,1,"SIG"
"448","IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,88,1,0,9,6,1,"SIG"
"450","IPC2000-elevator-mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,74,1,0,9,6,1,"SIG"
"452","IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,95,1,0,9,6,1,"SIG"
"454","IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,91,1,0,9,6,1,"SIG"
"456","IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,90,1,0,9,6,1,"SIG"
"458","IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,88,1,0,9,6,1,"SIG"
"460","IPC2000-elevator-mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,90,1,0,9,6,1,"SIG"
"462","IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,94,1,0,9,6,1,"SIG"
"464","IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,86,1,0,9,6,1,"SIG"
"466","IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,90,1,0,9,6,1,"SIG"
"468","IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,88,1,0,9,6,1,"SIG"
"470","IPC2000-elevator-mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,90,1,0,9,6,1,"SIG"
"472","IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,96,1,0,9,6,1,"SIG"
"474","IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,96,1,0,9,6,1,"SIG"
"476","IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,90,1,0,9,6,1,"SIG"
"478","IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,99,1,0,9,6,1,"SIG"
"480","IPC2000-elevator-mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,100,1,0,9,6,1,"SIG"
"482","IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,10,1,1,8,6,1,"SGCP"
"484","IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,10,1,1,10,6,0,"SGCNP"
"486","IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,10,1,1,8,5,1,"SGCP"
"488","IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,9,1,1,9,6,0,"SGCNP"
"490","IPC2000-elevator-mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,10,1,1,8,5,1,"SGCP"
"492","IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,94,1,0,9,6,1,"SIG"
"494","IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,100,1,0,9,6,1,"SIG"
"496","IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,88,1,0,9,6,1,"SIG"
"498","IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,104,1,0,9,6,1,"SIG"
"500","IPC2000-elevator-mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,101,1,0,9,6,1,"SIG"
"502","IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,14,1,1,12,6,1,"SGCP"
"504","IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,11,1,1,11,6,0,"SGCNP"
"506","IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,15,1,1,14,6,1,"SGCP"
"508","IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,15,1,1,14,6,1,"SGCP"
"510","IPC2000-elevator-mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,15,1,0,14,6,1,"SIG"
"512","IPC2000-freecell-freecell-10-1","IPC2000","freecell","freecell-10-1",1,67,0,0,0,0,1,"SNG"
"514","IPC2000-freecell-freecell-10-2","IPC2000","freecell","freecell-10-2",1,57,0,0,0,0,1,"SNG"
"516","IPC2000-freecell-freecell-10-3","IPC2000","freecell","freecell-10-3",1,51,0,0,0,0,1,"SNG"
"518","IPC2000-freecell-freecell-10-4","IPC2000","freecell","freecell-10-4",1,74,0,0,0,0,1,"SNG"
"520","IPC2000-freecell-freecell-10-5","IPC2000","freecell","freecell-10-5",1,141,0,0,0,0,1,"SNG"
"522","IPC2000-freecell-freecell-11-1","IPC2000","freecell","freecell-11-1",1,132,0,0,0,0,1,"SNG"
"524","IPC2000-freecell-freecell-11-2","IPC2000","freecell","freecell-11-2",1,64,0,0,0,0,1,"SNG"
"526","IPC2000-freecell-freecell-11-3","IPC2000","freecell","freecell-11-3",1,61,0,0,0,0,1,"SNG"
"528","IPC2000-freecell-freecell-11-4","IPC2000","freecell","freecell-11-4",1,89,0,0,0,0,1,"SNG"
"530","IPC2000-freecell-freecell-11-5","IPC2000","freecell","freecell-11-5",1,97,0,0,0,0,1,"SNG"
"532","IPC2000-freecell-freecell-12-1","IPC2000","freecell","freecell-12-1",1,142,0,0,0,0,1,"SNG"
"534","IPC2000-freecell-freecell-12-2","IPC2000","freecell","freecell-12-2",1,70,0,0,0,0,1,"SNG"
"536","IPC2000-freecell-freecell-12-3","IPC2000","freecell","freecell-12-3",1,79,0,0,0,0,1,"SNG"
"538","IPC2000-freecell-freecell-12-4","IPC2000","freecell","freecell-12-4",1,181,0,0,0,0,1,"SNG"
"540","IPC2000-freecell-freecell-12-5","IPC2000","freecell","freecell-12-5",1,3073,0,0,0,0,1,"SNG"
"542","IPC2000-freecell-freecell-13-1","IPC2000","freecell","freecell-13-1",1,161,0,0,0,0,1,"SNG"
"544","IPC2000-freecell-freecell-13-2","IPC2000","freecell","freecell-13-2",1,80,0,0,0,0,1,"SNG"
"546","IPC2000-freecell-freecell-13-3","IPC2000","freecell","freecell-13-3",1,89,0,0,0,0,1,"SNG"
"548","IPC2000-freecell-freecell-13-4","IPC2000","freecell","freecell-13-4",1,128,0,0,0,0,1,"SNG"
"550","IPC2000-freecell-freecell-13-5","IPC2000","freecell","freecell-13-5",1,4793,0,0,0,0,1,"SNG"
"552","IPC2000-freecell-freecell-2-1","IPC2000","freecell","freecell-2-1",1,9,1,1,6,4,1,"SGCP"
"554","IPC2000-freecell-freecell-2-2","IPC2000","freecell","freecell-2-2",1,8,1,1,6,4,1,"SGCP"
"556","IPC2000-freecell-freecell-2-3","IPC2000","freecell","freecell-2-3",1,8,1,1,5,4,1,"SGCP"
"558","IPC2000-freecell-freecell-2-4","IPC2000","freecell","freecell-2-4",1,8,1,1,6,4,1,"SGCP"
"560","IPC2000-freecell-freecell-2-5","IPC2000","freecell","freecell-2-5",1,9,1,1,6,4,1,"SGCP"
"562","IPC2000-freecell-freecell-3-1","IPC2000","freecell","freecell-3-1",1,14,1,0,10,6,1,"SIG"
"564","IPC2000-freecell-freecell-3-2","IPC2000","freecell","freecell-3-2",1,13,1,0,10,5,1,"SIG"
"566","IPC2000-freecell-freecell-3-3","IPC2000","freecell","freecell-3-3",1,12,1,0,10,5,1,"SIG"
"568","IPC2000-freecell-freecell-3-4","IPC2000","freecell","freecell-3-4",1,12,1,0,10,4,1,"SIG"
"570","IPC2000-freecell-freecell-3-5","IPC2000","freecell","freecell-3-5",1,13,1,0,10,5,1,"SIG"
"572","IPC2000-freecell-freecell-4-1","IPC2000","freecell","freecell-4-1",1,19,1,0,10,7,1,"SIG"
"574","IPC2000-freecell-freecell-4-2","IPC2000","freecell","freecell-4-2",1,17,1,0,10,6,1,"SIG"
"576","IPC2000-freecell-freecell-4-3","IPC2000","freecell","freecell-4-3",1,18,1,0,11,6,1,"SIG"
"578","IPC2000-freecell-freecell-4-4","IPC2000","freecell","freecell-4-4",1,18,1,0,10,6,1,"SIG"
"580","IPC2000-freecell-freecell-4-5","IPC2000","freecell","freecell-4-5",1,18,1,0,11,6,1,"SIG"
"582","IPC2000-freecell-freecell-5-1","IPC2000","freecell","freecell-5-1",1,24,1,0,10,8,1,"SIG"
"584","IPC2000-freecell-freecell-5-2","IPC2000","freecell","freecell-5-2",1,25,1,0,10,7,1,"SIG"
"586","IPC2000-freecell-freecell-5-3","IPC2000","freecell","freecell-5-3",1,24,1,0,10,8,1,"SIG"
"588","IPC2000-freecell-freecell-5-4","IPC2000","freecell","freecell-5-4",1,23,1,0,10,7,1,"SIG"
"590","IPC2000-freecell-freecell-5-5","IPC2000","freecell","freecell-5-5",1,25,1,0,10,9,1,"SIG"
"592","IPC2000-freecell-freecell-6-1","IPC2000","freecell","freecell-6-1",1,30,1,0,10,10,1,"SIG"
"594","IPC2000-freecell-freecell-6-2","IPC2000","freecell","freecell-6-2",1,28,1,0,10,9,1,"SIG"
"596","IPC2000-freecell-freecell-6-3","IPC2000","freecell","freecell-6-3",1,29,1,0,10,9,1,"SIG"
"598","IPC2000-freecell-freecell-6-4","IPC2000","freecell","freecell-6-4",1,29,1,0,10,9,1,"SIG"
"600","IPC2000-freecell-freecell-6-5","IPC2000","freecell","freecell-6-5",1,33,1,0,11,10,1,"SIG"
"602","IPC2000-freecell-freecell-7-1","IPC2000","freecell","freecell-7-1",1,38,1,0,11,11,1,"SIG"
"604","IPC2000-freecell-freecell-7-2","IPC2000","freecell","freecell-7-2",1,35,1,0,10,10,1,"SIG"
"606","IPC2000-freecell-freecell-7-3","IPC2000","freecell","freecell-7-3",1,33,1,0,10,10,1,"SIG"
"608","IPC2000-freecell-freecell-7-4","IPC2000","freecell","freecell-7-4",1,36,1,0,11,11,1,"SIG"
"610","IPC2000-freecell-freecell-7-5","IPC2000","freecell","freecell-7-5",1,41,1,0,12,11,1,"SIG"
"612","IPC2000-freecell-freecell-8-1","IPC2000","freecell","freecell-8-1",1,51,1,0,12,12,1,"SIG"
"614","IPC2000-freecell-freecell-8-2","IPC2000","freecell","freecell-8-2",1,40,1,0,12,12,1,"SIG"
"616","IPC2000-freecell-freecell-8-3","IPC2000","freecell","freecell-8-3",1,39,1,0,11,11,1,"SIG"
"617","IPC2000-freecell-freecell-8-3","IPC2000","freecell","freecell-8-3",1,39,1,0,12,11,1,"SIG"
"618","IPC2000-freecell-freecell-8-4","IPC2000","freecell","freecell-8-4",1,48,0,0,0,0,1,"SNG"
"620","IPC2000-freecell-freecell-8-5","IPC2000","freecell","freecell-8-5",1,54,0,0,0,0,1,"SNG"
"622","IPC2000-freecell-freecell-9-1","IPC2000","freecell","freecell-9-1",1,52,0,0,0,0,1,"SNG"
"624","IPC2000-freecell-freecell-9-2","IPC2000","freecell","freecell-9-2",1,49,0,0,0,0,1,"SNG"
"626","IPC2000-freecell-freecell-9-3","IPC2000","freecell","freecell-9-3",1,45,0,0,0,0,1,"SNG"
"628","IPC2000-freecell-freecell-9-4","IPC2000","freecell","freecell-9-4",1,59,0,0,0,0,1,"SNG"
"630","IPC2000-freecell-freecell-9-5","IPC2000","freecell","freecell-9-5",1,75,0,0,0,0,1,"SNG"
"632","IPC2000-logistics-log-x-1","IPC2000","logistics","log-x-1",1,26,1,1,9,9,1,"SGCP"
"633","IPC2000-logistics-log-x-1","IPC2000","logistics","log-x-1",1,26,0,0,0,0,1,"SNG"
"635","IPC2000-logistics-log-x-2","IPC2000","logistics","log-x-2",1,32,1,1,7,7,1,"SGCP"
"636","IPC2000-logistics-log-x-2","IPC2000","logistics","log-x-2",1,32,0,0,0,0,1,"SNG"
"638","IPC2000-logistics-log-x-3","IPC2000","logistics","log-x-3",1,54,1,0,13,10,1,"SIG"
"639","IPC2000-logistics-log-x-3","IPC2000","logistics","log-x-3",1,54,0,0,0,0,1,"SNG"
"641","IPC2000-logistics-log-x-4","IPC2000","logistics","log-x-4",1,58,0,0,0,0,1,"SNG"
"642","IPC2000-logistics-log-x-4","IPC2000","logistics","log-x-4",1,58,1,0,13,10,1,"SIG"
"644","IPC2000-logistics-logistics-10-0","IPC2000","logistics","logistics-10-0",1,46,0,0,0,0,1,"SNG"
"645","IPC2000-logistics-logistics-10-0","IPC2000","logistics","logistics-10-0",1,46,1,1,15,10,1,"SGCP"
"646","IPC2000-logistics-logistics-10-1","IPC2000","logistics","logistics-10-1",1,42,0,0,0,0,1,"SNG"
"647","IPC2000-logistics-logistics-10-1","IPC2000","logistics","logistics-10-1",1,42,1,1,12,10,1,"SGCP"
"648","IPC2000-logistics-logistics-11-0","IPC2000","logistics","logistics-11-0",1,48,0,0,0,0,1,"SNG"
"649","IPC2000-logistics-logistics-11-0","IPC2000","logistics","logistics-11-0",1,48,1,1,13,10,1,"SGCP"
"650","IPC2000-logistics-logistics-11-1","IPC2000","logistics","logistics-11-1",1,60,0,0,0,0,1,"SNG"
"651","IPC2000-logistics-logistics-11-1","IPC2000","logistics","logistics-11-1",1,60,1,1,15,10,1,"SGCP"
"652","IPC2000-logistics-logistics-12-0","IPC2000","logistics","logistics-12-0",1,42,1,1,12,10,1,"SGCP"
"653","IPC2000-logistics-logistics-12-0","IPC2000","logistics","logistics-12-0",1,42,0,0,0,0,1,"SNG"
"654","IPC2000-logistics-logistics-12-1","IPC2000","logistics","logistics-12-1",1,68,1,1,15,10,1,"SGCP"
"655","IPC2000-logistics-logistics-12-1","IPC2000","logistics","logistics-12-1",1,68,0,0,0,0,1,"SNG"
"656","IPC2000-logistics-logistics-13-0","IPC2000","logistics","logistics-13-0",1,74,0,0,0,0,1,"SNG"
"657","IPC2000-logistics-logistics-13-0","IPC2000","logistics","logistics-13-0",1,74,1,1,15,9,1,"SGCP"
"658","IPC2000-logistics-logistics-13-1","IPC2000","logistics","logistics-13-1",1,65,1,1,13,9,1,"SGCP"
"659","IPC2000-logistics-logistics-13-1","IPC2000","logistics","logistics-13-1",1,65,0,0,0,0,1,"SNG"
"660","IPC2000-logistics-logistics-14-0","IPC2000","logistics","logistics-14-0",1,58,1,1,12,9,1,"SGCP"
"661","IPC2000-logistics-logistics-14-0","IPC2000","logistics","logistics-14-0",1,58,0,0,0,0,1,"SNG"
"662","IPC2000-logistics-logistics-14-1","IPC2000","logistics","logistics-14-1",1,71,0,0,0,0,1,"SNG"
"663","IPC2000-logistics-logistics-14-1","IPC2000","logistics","logistics-14-1",1,71,1,1,13,9,1,"SGCP"
"664","IPC2000-logistics-logistics-15-0","IPC2000","logistics","logistics-15-0",1,80,1,1,14,9,1,"SGCP"
"665","IPC2000-logistics-logistics-15-0","IPC2000","logistics","logistics-15-0",1,80,0,0,0,0,1,"SNG"
"666","IPC2000-logistics-logistics-15-1","IPC2000","logistics","logistics-15-1",1,68,1,1,12,9,1,"SGCP"
"667","IPC2000-logistics-logistics-15-1","IPC2000","logistics","logistics-15-1",1,68,0,0,0,0,1,"SNG"
"668","IPC2000-logistics-logistics-18-0","IPC2000","logistics","logistics-18-0",1,117,1,0,21,9,1,"SIG"
"669","IPC2000-logistics-logistics-18-0","IPC2000","logistics","logistics-18-0",1,117,0,0,0,0,1,"SNG"
"670","IPC2000-logistics-logistics-18-1","IPC2000","logistics","logistics-18-1",1,78,0,0,0,0,1,"SNG"
"671","IPC2000-logistics-logistics-18-1","IPC2000","logistics","logistics-18-1",1,78,1,1,15,9,1,"SGCP"
"672","IPC2000-logistics-logistics-20-0","IPC2000","logistics","logistics-20-0",1,110,0,0,0,0,1,"SNG"
"673","IPC2000-logistics-logistics-20-0","IPC2000","logistics","logistics-20-0",1,110,1,0,18,9,1,"SIG"
"674","IPC2000-logistics-logistics-20-1","IPC2000","logistics","logistics-20-1",1,104,1,0,17,9,1,"SIG"
"675","IPC2000-logistics-logistics-20-1","IPC2000","logistics","logistics-20-1",1,104,0,0,0,0,1,"SNG"
"676","IPC2000-logistics-logistics-25-0","IPC2000","logistics","logistics-25-0",1,149,0,0,0,0,1,"SNG"
"677","IPC2000-logistics-logistics-25-0","IPC2000","logistics","logistics-25-0",1,149,1,0,14,9,1,"SIG"
"678","IPC2000-logistics-logistics-25-1","IPC2000","logistics","logistics-25-1",1,152,0,0,0,0,1,"SNG"
"679","IPC2000-logistics-logistics-25-1","IPC2000","logistics","logistics-25-1",1,152,1,0,14,9,1,"SIG"
"680","IPC2000-logistics-logistics-30-0","IPC2000","logistics","logistics-30-0",1,177,1,0,13,9,1,"SIG"
"681","IPC2000-logistics-logistics-30-0","IPC2000","logistics","logistics-30-0",1,177,0,0,0,0,1,"SNG"
"682","IPC2000-logistics-logistics-30-1","IPC2000","logistics","logistics-30-1",1,189,0,0,0,0,1,"SNG"
"683","IPC2000-logistics-logistics-30-1","IPC2000","logistics","logistics-30-1",1,189,1,0,13,9,1,"SIG"
"684","IPC2000-logistics-logistics-4-0","IPC2000","logistics","logistics-4-0",1,20,0,0,0,0,1,"SNG"
"685","IPC2000-logistics-logistics-4-0","IPC2000","logistics","logistics-4-0",1,20,1,1,9,9,1,"SGCP"
"686","IPC2000-logistics-logistics-4-1","IPC2000","logistics","logistics-4-1",1,19,0,0,0,0,1,"SNG"
"687","IPC2000-logistics-logistics-4-1","IPC2000","logistics","logistics-4-1",1,19,1,1,9,9,1,"SGCP"
"688","IPC2000-logistics-logistics-4-2","IPC2000","logistics","logistics-4-2",1,15,1,1,9,9,1,"SGCP"
"689","IPC2000-logistics-logistics-4-2","IPC2000","logistics","logistics-4-2",1,15,0,0,0,0,1,"SNG"
"690","IPC2000-logistics-logistics-5-0","IPC2000","logistics","logistics-5-0",1,27,1,1,9,9,1,"SGCP"
"691","IPC2000-logistics-logistics-5-0","IPC2000","logistics","logistics-5-0",1,27,0,0,0,0,1,"SNG"
"692","IPC2000-logistics-logistics-5-1","IPC2000","logistics","logistics-5-1",1,17,0,0,0,0,1,"SNG"
"693","IPC2000-logistics-logistics-5-1","IPC2000","logistics","logistics-5-1",1,17,1,1,9,9,1,"SGCP"
"694","IPC2000-logistics-logistics-5-2","IPC2000","logistics","logistics-5-2",1,8,1,1,3,3,1,"SGCP"
"695","IPC2000-logistics-logistics-5-2","IPC2000","logistics","logistics-5-2",1,8,0,0,0,0,1,"SNG"
"696","IPC2000-logistics-logistics-6-0","IPC2000","logistics","logistics-6-0",1,25,1,1,9,9,1,"SGCP"
"697","IPC2000-logistics-logistics-6-0","IPC2000","logistics","logistics-6-0",1,25,0,0,0,0,1,"SNG"
"698","IPC2000-logistics-logistics-6-1","IPC2000","logistics","logistics-6-1",1,14,1,1,9,9,1,"SGCP"
"699","IPC2000-logistics-logistics-6-1","IPC2000","logistics","logistics-6-1",1,14,0,0,0,0,1,"SNG"
"700","IPC2000-logistics-logistics-6-2","IPC2000","logistics","logistics-6-2",1,25,0,0,0,0,1,"SNG"
"701","IPC2000-logistics-logistics-6-2","IPC2000","logistics","logistics-6-2",1,25,1,1,9,9,1,"SGCP"
"702","IPC2000-logistics-logistics-6-3","IPC2000","logistics","logistics-6-3",1,24,0,0,0,0,1,"SNG"
"703","IPC2000-logistics-logistics-7-0","IPC2000","logistics","logistics-7-0",1,36,1,1,12,10,1,"SGCP"
"704","IPC2000-logistics-logistics-7-0","IPC2000","logistics","logistics-7-0",1,36,0,0,0,0,1,"SNG"
"705","IPC2000-logistics-logistics-7-1","IPC2000","logistics","logistics-7-1",1,44,1,1,13,10,1,"SGCP"
"706","IPC2000-logistics-logistics-7-1","IPC2000","logistics","logistics-7-1",1,44,0,0,0,0,1,"SNG"
"707","IPC2000-logistics-logistics-8-0","IPC2000","logistics","logistics-8-0",1,31,0,0,0,0,1,"SNG"
"708","IPC2000-logistics-logistics-8-0","IPC2000","logistics","logistics-8-0",1,31,1,1,11,9,1,"SGCP"
"709","IPC2000-logistics-logistics-8-1","IPC2000","logistics","logistics-8-1",1,44,0,0,0,0,1,"SNG"
"710","IPC2000-logistics-logistics-8-1","IPC2000","logistics","logistics-8-1",1,44,1,1,12,10,1,"SGCP"
