"","pkey","com","dom","gn","solvedg","minSteps","graph","complete","gl","fap","parallel","GClass"
"1169","IPC2000-schedule-schedule-51-4","IPC2000","schedule","schedule-51-4",0,Inf,1,0,5,3,1,"NSG"
"1170","IPC2000-schedule-schedule-51-5","IPC2000","schedule","schedule-51-5",0,Inf,1,0,5,3,1,"NSG"
"1171","IPC2000-schedule-schedule-51-6","IPC2000","schedule","schedule-51-6",0,Inf,1,0,5,3,1,"NSG"
"1172","IPC2000-schedule-schedule-51-7","IPC2000","schedule","schedule-51-7",0,Inf,1,0,5,3,1,"NSG"
"1173","IPC2000-schedule-schedule-51-8","IPC2000","schedule","schedule-51-8",0,Inf,1,0,5,3,1,"NSG"
"1174","IPC2000-schedule-schedule-51-9","IPC2000","schedule","schedule-51-9",0,Inf,1,0,5,3,1,"NSG"
"1175","IPC2000-schedule-schedule-6-0","IPC2000","schedule","schedule-6-0",1,7,1,1,3,3,1,"SGCP"
"1176","IPC2000-schedule-schedule-6-1","IPC2000","schedule","schedule-6-1",1,7,1,1,3,3,1,"SGCP"
"1177","IPC2000-schedule-schedule-6-2","IPC2000","schedule","schedule-6-2",1,5,1,1,3,2,1,"SGCP"
"1178","IPC2000-schedule-schedule-6-3","IPC2000","schedule","schedule-6-3",0,Inf,1,1,3,3,1,"NSG"
"1179","IPC2000-schedule-schedule-6-4","IPC2000","schedule","schedule-6-4",0,Inf,1,1,3,3,1,"NSG"
"1180","IPC2000-schedule-schedule-6-5","IPC2000","schedule","schedule-6-5",0,Inf,1,1,3,3,1,"NSG"
"1181","IPC2000-schedule-schedule-6-6","IPC2000","schedule","schedule-6-6",0,Inf,1,1,3,3,1,"NSG"
"1182","IPC2000-schedule-schedule-6-7","IPC2000","schedule","schedule-6-7",0,Inf,1,1,3,3,1,"NSG"
"1183","IPC2000-schedule-schedule-6-8","IPC2000","schedule","schedule-6-8",0,Inf,1,1,5,3,1,"NSG"
"1184","IPC2000-schedule-schedule-6-9","IPC2000","schedule","schedule-6-9",0,Inf,1,1,5,3,1,"NSG"
"1185","IPC2000-schedule-schedule-7-0","IPC2000","schedule","schedule-7-0",1,7,1,1,3,3,1,"SGCP"
"1186","IPC2000-schedule-schedule-7-1","IPC2000","schedule","schedule-7-1",1,8,1,1,3,3,1,"SGCP"
"1187","IPC2000-schedule-schedule-7-2","IPC2000","schedule","schedule-7-2",1,8,1,1,4,3,1,"SGCP"
"1188","IPC2000-schedule-schedule-7-3","IPC2000","schedule","schedule-7-3",0,Inf,1,1,3,3,1,"NSG"
"1189","IPC2000-schedule-schedule-7-4","IPC2000","schedule","schedule-7-4",0,Inf,1,1,4,3,1,"NSG"
"1190","IPC2000-schedule-schedule-7-5","IPC2000","schedule","schedule-7-5",0,Inf,1,1,5,3,1,"NSG"
"1191","IPC2000-schedule-schedule-7-6","IPC2000","schedule","schedule-7-6",0,Inf,1,1,5,3,1,"NSG"
"1192","IPC2000-schedule-schedule-7-7","IPC2000","schedule","schedule-7-7",0,Inf,1,1,3,3,1,"NSG"
"1193","IPC2000-schedule-schedule-7-8","IPC2000","schedule","schedule-7-8",0,Inf,1,1,3,3,1,"NSG"
"1194","IPC2000-schedule-schedule-7-9","IPC2000","schedule","schedule-7-9",0,Inf,1,1,3,3,1,"NSG"
"1195","IPC2000-schedule-schedule-8-0","IPC2000","schedule","schedule-8-0",1,10,1,1,3,3,1,"SGCP"
"1196","IPC2000-schedule-schedule-8-1","IPC2000","schedule","schedule-8-1",1,10,1,1,5,3,1,"SGCP"
"1197","IPC2000-schedule-schedule-8-2","IPC2000","schedule","schedule-8-2",1,9,1,1,3,3,1,"SGCP"
"1198","IPC2000-schedule-schedule-8-3","IPC2000","schedule","schedule-8-3",0,Inf,1,1,3,3,1,"NSG"
"1199","IPC2000-schedule-schedule-8-4","IPC2000","schedule","schedule-8-4",0,Inf,1,1,4,3,1,"NSG"
"1200","IPC2000-schedule-schedule-8-5","IPC2000","schedule","schedule-8-5",0,Inf,1,1,4,3,1,"NSG"
"1201","IPC2000-schedule-schedule-8-6","IPC2000","schedule","schedule-8-6",0,Inf,1,0,6,3,1,"NSG"
"1202","IPC2000-schedule-schedule-8-7","IPC2000","schedule","schedule-8-7",0,Inf,1,1,5,3,1,"NSG"
"1203","IPC2000-schedule-schedule-8-8","IPC2000","schedule","schedule-8-8",0,Inf,1,1,3,3,1,"NSG"
"1204","IPC2000-schedule-schedule-8-9","IPC2000","schedule","schedule-8-9",0,Inf,1,1,5,3,1,"NSG"
"1205","IPC2000-schedule-schedule-9-0","IPC2000","schedule","schedule-9-0",1,15,1,0,6,3,1,"SIG"
"1206","IPC2000-schedule-schedule-9-1","IPC2000","schedule","schedule-9-1",1,10,1,1,3,3,1,"SGCP"
"1207","IPC2000-schedule-schedule-9-2","IPC2000","schedule","schedule-9-2",1,12,1,1,5,3,1,"SGCP"
"1208","IPC2000-schedule-schedule-9-3","IPC2000","schedule","schedule-9-3",0,Inf,1,0,6,3,1,"NSG"
"1209","IPC2000-schedule-schedule-9-4","IPC2000","schedule","schedule-9-4",0,Inf,1,1,3,3,1,"NSG"
"1210","IPC2000-schedule-schedule-9-5","IPC2000","schedule","schedule-9-5",0,Inf,1,0,6,3,1,"NSG"
"1211","IPC2000-schedule-schedule-9-6","IPC2000","schedule","schedule-9-6",0,Inf,1,0,6,3,1,"NSG"
"1212","IPC2000-schedule-schedule-9-7","IPC2000","schedule","schedule-9-7",0,Inf,1,1,3,3,1,"NSG"
"1213","IPC2000-schedule-schedule-9-8","IPC2000","schedule","schedule-9-8",0,Inf,1,1,5,3,1,"NSG"
"1214","IPC2000-schedule-schedule-9-9","IPC2000","schedule","schedule-9-9",0,Inf,1,1,3,3,1,"NSG"
"1215","IPC2002-Depots-depotprob1212","IPC2002","Depots","depotprob1212",1,46,0,0,0,0,1,"SNG"
"1216","IPC2002-Depots-depotprob1234","IPC2002","Depots","depotprob1234",1,21,0,0,0,0,1,"SNG"
"1217","IPC2002-Depots-depotprob1818","IPC2002","Depots","depotprob1818",1,10,0,0,0,0,1,"SNG"
"1218","IPC2002-Depots-depotprob18180","IPC2002","Depots","depotprob18180",1,24,0,NA,NA,NA,NA,"SNG"
"1219","IPC2002-Depots-depotprob18181","IPC2002","Depots","depotprob18181",1,47,0,NA,NA,NA,NA,"SNG"
"1220","IPC2002-Depots-depotprob18182","IPC2002","Depots","depotprob18182",1,64,0,NA,NA,NA,NA,"SNG"
"1221","IPC2002-Depots-depotprob18183","IPC2002","Depots","depotprob18183",1,25,0,NA,NA,NA,NA,"SNG"
"1222","IPC2002-Depots-depotprob18184","IPC2002","Depots","depotprob18184",1,31,0,NA,NA,NA,NA,"SNG"
"1223","IPC2002-Depots-depotprob18185","IPC2002","Depots","depotprob18185",1,64,0,NA,NA,NA,NA,"SNG"
"1224","IPC2002-Depots-depotprob18186","IPC2002","Depots","depotprob18186",1,25,0,NA,NA,NA,NA,"SNG"
"1225","IPC2002-Depots-depotprob18187","IPC2002","Depots","depotprob18187",1,23,0,NA,NA,NA,NA,"SNG"
"1226","IPC2002-Depots-depotprob18188","IPC2002","Depots","depotprob18188",1,60,0,NA,NA,NA,NA,"SNG"
"1227","IPC2002-Depots-depotprob18189","IPC2002","Depots","depotprob18189",1,39,0,NA,NA,NA,NA,"SNG"
"1228","IPC2002-Depots-depotprob1935","IPC2002","Depots","depotprob1935",1,27,0,0,0,0,1,"SNG"
"1229","IPC2002-Depots-depotprob4321","IPC2002","Depots","depotprob4321",1,33,0,0,0,0,1,"SNG"
"1230","IPC2002-Depots-depotprob5451","IPC2002","Depots","depotprob5451",1,60,0,0,0,0,1,"SNG"
"1231","IPC2002-Depots-depotprob5656","IPC2002","Depots","depotprob5656",1,60,0,0,0,0,1,"SNG"
"1232","IPC2002-Depots-depotprob6512","IPC2002","Depots","depotprob6512",1,30,0,0,0,0,1,"SNG"
"1233","IPC2002-Depots-depotprob7512","IPC2002","Depots","depotprob7512",1,15,0,0,0,0,1,"SNG"
"1234","IPC2002-Depots-depotprob75120","IPC2002","Depots","depotprob75120",1,70,0,NA,NA,NA,NA,"SNG"
"1235","IPC2002-Depots-depotprob75121","IPC2002","Depots","depotprob75121",1,32,0,NA,NA,NA,NA,"SNG"
"1236","IPC2002-Depots-depotprob75122","IPC2002","Depots","depotprob75122",1,90,0,NA,NA,NA,NA,"SNG"
"1237","IPC2002-Depots-depotprobu1212","IPC2002","Depots","depotprobu1212",1,456,0,0,0,0,1,"SNG"
"1238","IPC2002-Depots-depotprobu1234","IPC2002","Depots","depotprobu1234",1,216,0,0,0,0,1,"SNG"
"1239","IPC2002-Depots-depotprobu1818","IPC2002","Depots","depotprobu1818",1,98,0,0,0,0,1,"SNG"
"1240","IPC2002-Depots-depotprobu18180","IPC2002","Depots","depotprobu18180",1,172,0,NA,NA,NA,NA,"SNG"
"1241","IPC2002-Depots-depotprobu18181","IPC2002","Depots","depotprobu18181",1,270,0,NA,NA,NA,NA,"SNG"
"1242","IPC2002-Depots-depotprobu18182","IPC2002","Depots","depotprobu18182",1,358,0,NA,NA,NA,NA,"SNG"
"1243","IPC2002-Depots-depotprobu18183","IPC2002","Depots","depotprobu18183",1,256,0,NA,NA,NA,NA,"SNG"
"1244","IPC2002-Depots-depotprobu18184","IPC2002","Depots","depotprobu18184",1,352,0,NA,NA,NA,NA,"SNG"
"1245","IPC2002-Depots-depotprobu18185","IPC2002","Depots","depotprobu18185",1,447,0,NA,NA,NA,NA,"SNG"
"1246","IPC2002-Depots-depotprobu18186","IPC2002","Depots","depotprobu18186",1,335,0,NA,NA,NA,NA,"SNG"
"1247","IPC2002-Depots-depotprobu18187","IPC2002","Depots","depotprobu18187",1,431,0,NA,NA,NA,NA,"SNG"
"1248","IPC2002-Depots-depotprobu18188","IPC2002","Depots","depotprobu18188",1,501,0,NA,NA,NA,NA,"SNG"
"1249","IPC2002-Depots-depotprobu18189","IPC2002","Depots","depotprobu18189",1,397,0,NA,NA,NA,NA,"SNG"
"1250","IPC2002-Depots-depotprobu1935","IPC2002","Depots","depotprobu1935",1,276,0,0,0,0,1,"SNG"
"1251","IPC2002-Depots-depotprobu4321","IPC2002","Depots","depotprobu4321",1,196,0,0,0,0,1,"SNG"
"1252","IPC2002-Depots-depotprobu5451","IPC2002","Depots","depotprobu5451",1,200,0,0,0,0,1,"SNG"
"1253","IPC2002-Depots-depotprobu5656","IPC2002","Depots","depotprobu5656",1,708,0,0,0,0,1,"SNG"
"1254","IPC2002-Depots-depotprobu6512","IPC2002","Depots","depotprobu6512",1,365,0,0,0,0,1,"SNG"
"1255","IPC2002-Depots-depotprobu7512","IPC2002","Depots","depotprobu7512",1,173,0,0,0,0,1,"SNG"
"1256","IPC2002-Depots-depotprobu75120","IPC2002","Depots","depotprobu75120",1,455,0,NA,NA,NA,NA,"SNG"
"1257","IPC2002-Depots-depotprobu75121","IPC2002","Depots","depotprobu75121",1,719,0,NA,NA,NA,NA,"SNG"
"1258","IPC2002-Depots-depotprobu75122","IPC2002","Depots","depotprobu75122",1,934,0,NA,NA,NA,NA,"SNG"
"1259","IPC2002-dlog-dlog-2-2-2","IPC2002","dlog","dlog-2-2-2",1,7,1,1,6,6,1,"SGCP"
"1260","IPC2002-dlog-dlog-2-2-20","IPC2002","dlog","dlog-2-2-20",1,17,0,NA,NA,NA,NA,"SNG"
"1261","IPC2002-dlog-dlog-2-2-21","IPC2002","dlog","dlog-2-2-21",1,21,0,NA,NA,NA,NA,"SNG"
"1262","IPC2002-dlog-dlog-2-2-22","IPC2002","dlog","dlog-2-2-22",1,39,0,NA,NA,NA,NA,"SNG"
"1263","IPC2002-dlog-dlog-2-2-23","IPC2002","dlog","dlog-2-2-23",1,27,0,NA,NA,NA,NA,"SNG"
"1264","IPC2002-dlog-dlog-2-2-24","IPC2002","dlog","dlog-2-2-24",1,29,0,NA,NA,NA,NA,"SNG"
"1265","IPC2002-dlog-dlog-2-2-25","IPC2002","dlog","dlog-2-2-25",1,42,0,NA,NA,NA,NA,"SNG"
"1266","IPC2002-dlog-dlog-2-2-26","IPC2002","dlog","dlog-2-2-26",1,98,0,NA,NA,NA,NA,"SNG"
"1267","IPC2002-dlog-dlog-2-2-27","IPC2002","dlog","dlog-2-2-27",1,86,0,NA,NA,NA,NA,"SNG"
"1268","IPC2002-dlog-dlog-2-2-28","IPC2002","dlog","dlog-2-2-28",1,105,0,NA,NA,NA,NA,"SNG"
"1269","IPC2002-dlog-dlog-2-2-29","IPC2002","dlog","dlog-2-2-29",1,130,0,NA,NA,NA,NA,"SNG"
"1270","IPC2002-dlog-dlog-2-2-3","IPC2002","dlog","dlog-2-2-3",1,20,1,1,9,6,1,"SGCP"
"1271","IPC2002-dlog-dlog-2-2-30","IPC2002","dlog","dlog-2-2-30",1,133,0,NA,NA,NA,NA,"SNG"
"1272","IPC2002-dlog-dlog-2-2-4","IPC2002","dlog","dlog-2-2-4",1,12,1,1,7,6,1,"SGCP"
"1273","IPC2002-dlog-dlog-2-3-6","IPC2002","dlog","dlog-2-3-6",1,22,1,1,9,7,1,"SGCP"
"1274","IPC2002-dlog-dlog-2-3-6","IPC2002","dlog","dlog-2-3-6",1,22,1,0,15,9,1,"SIG"
"1275","IPC2002-dlog-dlog-2-3-6","IPC2002","dlog","dlog-2-3-6",1,22,1,1,10,7,1,"SGCP"
"1276","IPC2002-dlog-dlog-2-3-6","IPC2002","dlog","dlog-2-3-6",1,22,1,0,14,9,1,"SIG"
"1277","IPC2002-dlog-dlog-2-3-6","IPC2002","dlog","dlog-2-3-6",1,22,1,1,7,5,1,"SGCP"
"1278","IPC2002-dlog-dlog-20-20-20","IPC2002","dlog","dlog-20-20-20",1,205,0,0,0,0,1,"SNG"
"1279","IPC2002-dlog-dlog-20-20-200","IPC2002","dlog","dlog-20-20-200",1,499,0,NA,NA,NA,NA,"SNG"
"1280","IPC2002-dlog-dlog-20-20-201","IPC2002","dlog","dlog-20-20-201",1,519,0,NA,NA,NA,NA,"SNG"
"1281","IPC2002-dlog-dlog-20-20-202","IPC2002","dlog","dlog-20-20-202",1,570,0,NA,NA,NA,NA,"SNG"
"1282","IPC2002-dlog-dlog-20-20-203","IPC2002","dlog","dlog-20-20-203",1,549,0,NA,NA,NA,NA,"SNG"
"1283","IPC2002-dlog-dlog-20-20-204","IPC2002","dlog","dlog-20-20-204",1,487,0,NA,NA,NA,NA,"SNG"
"1284","IPC2002-dlog-dlog-20-20-205","IPC2002","dlog","dlog-20-20-205",1,609,0,NA,NA,NA,NA,"SNG"
"1285","IPC2002-dlog-dlog-20-20-206","IPC2002","dlog","dlog-20-20-206",1,857,0,NA,NA,NA,NA,"SNG"
"1286","IPC2002-dlog-dlog-20-20-207","IPC2002","dlog","dlog-20-20-207",1,1086,0,NA,NA,NA,NA,"SNG"
"1287","IPC2002-dlog-dlog-20-20-208","IPC2002","dlog","dlog-20-20-208",1,1493,0,NA,NA,NA,NA,"SNG"
"1288","IPC2002-dlog-dlog-20-20-209","IPC2002","dlog","dlog-20-20-209",1,1760,0,NA,NA,NA,NA,"SNG"
"1289","IPC2002-dlog-dlog-20-20-30","IPC2002","dlog","dlog-20-20-30",1,244,0,0,0,0,1,"SNG"
"1290","IPC2002-dlog-dlog-20-20-300","IPC2002","dlog","dlog-20-20-300",1,2113,0,NA,NA,NA,NA,"SNG"
"1291","IPC2002-dlog-dlog-20-20-40","IPC2002","dlog","dlog-20-20-40",1,317,0,0,0,0,1,"SNG"
"1292","IPC2002-dlog-dlog-20-30-60","IPC2002","dlog","dlog-20-30-60",1,450,0,0,0,0,1,"SNG"
"1297","IPC2002-dlog-dlog-3-2-4","IPC2002","dlog","dlog-3-2-4",1,16,1,1,7,5,1,"SGCP"
"1298","IPC2002-dlog-dlog-3-2-5","IPC2002","dlog","dlog-3-2-5",1,18,1,1,8,6,1,"SGCP"
"1299","IPC2002-dlog-dlog-3-3-5","IPC2002","dlog","dlog-3-3-5",1,11,1,1,5,4,1,"SGCP"
"1300","IPC2002-dlog-dlog-3-3-6","IPC2002","dlog","dlog-3-3-6",1,13,1,0,14,7,0,"SIG"
"1301","IPC2002-dlog-dlog-3-3-6","IPC2002","dlog","dlog-3-3-6",1,13,1,1,6,5,1,"SGCP"
"1302","IPC2002-dlog-dlog-3-3-7","IPC2002","dlog","dlog-3-3-7",1,22,1,1,7,6,1,"SGCP"
"1303","IPC2002-dlog-dlog-30-20-40","IPC2002","dlog","dlog-30-20-40",1,314,0,0,0,0,1,"SNG"
"1304","IPC2002-dlog-dlog-30-20-50","IPC2002","dlog","dlog-30-20-50",1,372,0,0,0,0,1,"SNG"
"1305","IPC2002-dlog-dlog-30-30-50","IPC2002","dlog","dlog-30-30-50",1,393,0,0,0,0,1,"SNG"
"1306","IPC2002-dlog-dlog-30-30-60","IPC2002","dlog","dlog-30-30-60",1,462,0,0,0,0,1,"SNG"
"1307","IPC2002-dlog-dlog-30-30-70","IPC2002","dlog","dlog-30-30-70",1,460,0,0,0,0,1,"SNG"
"1308","IPC2002-freecell-freecell2-4","IPC2002","freecell","freecell2-4",1,9,1,1,11,7,0,"SGCNP"
"1309","IPC2002-freecell-freecell2-40","IPC2002","freecell","freecell2-40",1,61,0,NA,NA,NA,NA,"SNG"
"1310","IPC2002-freecell-freecell2-41","IPC2002","freecell","freecell2-41",1,69,0,NA,NA,NA,NA,"SNG"
"1311","IPC2002-freecell-freecell2-42","IPC2002","freecell","freecell2-42",1,52,0,NA,NA,NA,NA,"SNG"
"1312","IPC2002-freecell-freecell2-43","IPC2002","freecell","freecell2-43",1,77,0,NA,NA,NA,NA,"SNG"
"1313","IPC2002-freecell-freecell2-44","IPC2002","freecell","freecell2-44",1,69,0,NA,NA,NA,NA,"SNG"
"1314","IPC2002-freecell-freecell2-45","IPC2002","freecell","freecell2-45",1,73,0,NA,NA,NA,NA,"SNG"
"1315","IPC2002-freecell-freecell2-46","IPC2002","freecell","freecell2-46",1,71,0,NA,NA,NA,NA,"SNG"
"1316","IPC2002-freecell-freecell2-47","IPC2002","freecell","freecell2-47",1,72,0,NA,NA,NA,NA,"SNG"
"1317","IPC2002-freecell-freecell2-48","IPC2002","freecell","freecell2-48",1,98,0,NA,NA,NA,NA,"SNG"
"1318","IPC2002-freecell-freecell2-49","IPC2002","freecell","freecell2-49",1,129,0,NA,NA,NA,NA,"SNG"
"1319","IPC2002-freecell-freecell3-4","IPC2002","freecell","freecell3-4",1,16,1,1,11,6,1,"SGCP"
"1320","IPC2002-freecell-freecell3-40","IPC2002","freecell","freecell3-40",1,125,0,NA,NA,NA,NA,"SNG"
"1321","IPC2002-freecell-freecell4-4","IPC2002","freecell","freecell4-4",1,19,1,0,14,7,1,"SIG"
"1322","IPC2002-freecell-freecell5-4","IPC2002","freecell","freecell5-4",1,29,1,0,14,10,1,"SIG"
"1323","IPC2002-freecell-freecell6-4","IPC2002","freecell","freecell6-4",1,35,1,0,13,11,1,"SIG"
"1324","IPC2002-freecell-freecell7-4","IPC2002","freecell","freecell7-4",1,39,1,0,13,13,1,"SIG"
"1325","IPC2002-freecell-freecell7-4","IPC2002","freecell","freecell7-4",1,39,1,0,12,11,1,"SIG"
"1326","IPC2002-freecell-freecell8-4","IPC2002","freecell","freecell8-4",1,48,1,0,13,13,1,"SIG"
"1327","IPC2002-freecell-freecell8-4","IPC2002","freecell","freecell8-4",1,48,1,0,14,14,1,"SIG"
"1328","IPC2002-Rovers-roverprob1234","IPC2002","Rovers","roverprob1234",1,10,0,0,0,0,1,"SNG"
"1329","IPC2002-Rovers-roverprob1234","IPC2002","Rovers","roverprob1234",1,10,1,1,7,6,1,"SGCP"
"1330","IPC2002-Rovers-roverprob12340","IPC2002","Rovers","roverprob12340",1,35,0,NA,NA,NA,NA,"SNG"
"1331","IPC2002-Rovers-roverprob12341","IPC2002","Rovers","roverprob12341",1,34,0,NA,NA,NA,NA,"SNG"
"1332","IPC2002-Rovers-roverprob12342","IPC2002","Rovers","roverprob12342",1,19,0,NA,NA,NA,NA,"SNG"
"1333","IPC2002-Rovers-roverprob12343","IPC2002","Rovers","roverprob12343",1,46,0,NA,NA,NA,NA,"SNG"
"1334","IPC2002-Rovers-roverprob12344","IPC2002","Rovers","roverprob12344",1,28,0,NA,NA,NA,NA,"SNG"
"1335","IPC2002-Rovers-roverprob12345","IPC2002","Rovers","roverprob12345",1,42,0,NA,NA,NA,NA,"SNG"
"1336","IPC2002-Rovers-roverprob12346","IPC2002","Rovers","roverprob12346",1,43,0,NA,NA,NA,NA,"SNG"
"1337","IPC2002-Rovers-roverprob12347","IPC2002","Rovers","roverprob12347",1,49,0,NA,NA,NA,NA,"SNG"
"1338","IPC2002-Rovers-roverprob12348","IPC2002","Rovers","roverprob12348",1,42,0,NA,NA,NA,NA,"SNG"
"1339","IPC2002-Rovers-roverprob12349","IPC2002","Rovers","roverprob12349",1,70,0,NA,NA,NA,NA,"SNG"
"1340","IPC2002-Rovers-roverprob1423","IPC2002","Rovers","roverprob1423",1,26,1,1,10,6,1,"SGCP"
"1341","IPC2002-Rovers-roverprob1628","IPC2002","Rovers","roverprob1628",1,43,0,0,0,0,1,"SNG"
"1342","IPC2002-Rovers-roverprob16280","IPC2002","Rovers","roverprob16280",1,111,0,NA,NA,NA,NA,"SNG"
"1343","IPC2002-Rovers-roverprob1928","IPC2002","Rovers","roverprob1928",1,47,1,0,8,7,1,"SIG"
"1344","IPC2002-Rovers-roverprob2312","IPC2002","Rovers","roverprob2312",1,37,0,0,0,0,1,"SNG"
"1345","IPC2002-Rovers-roverprob2435","IPC2002","Rovers","roverprob2435",1,22,1,1,9,6,1,"SGCP"
"1346","IPC2002-Rovers-roverprob2435","IPC2002","Rovers","roverprob2435",1,22,1,0,9,8,1,"SIG"
"1347","IPC2002-Rovers-roverprob3726","IPC2002","Rovers","roverprob3726",1,12,0,0,0,0,1,"SNG"
"1348","IPC2002-Rovers-roverprob4123","IPC2002","Rovers","roverprob4123",1,18,0,0,0,0,1,"SNG"
"1349","IPC2002-Rovers-roverprob4132","IPC2002","Rovers","roverprob4132",1,33,0,0,0,0,1,"SNG"
"1350","IPC2002-Rovers-roverprob4213","IPC2002","Rovers","roverprob4213",1,8,1,1,6,5,1,"SGCP"
"1351","IPC2002-Rovers-roverprob42130","IPC2002","Rovers","roverprob42130",1,89,0,NA,NA,NA,NA,"SNG"
"1352","IPC2002-Rovers-roverprob5127","IPC2002","Rovers","roverprob5127",1,56,0,0,0,0,1,"SNG"
"1353","IPC2002-Rovers-roverprob5146","IPC2002","Rovers","roverprob5146",1,45,1,1,9,5,1,"SGCP"
"1354","IPC2002-Rovers-roverprob5146","IPC2002","Rovers","roverprob5146",1,45,1,0,8,6,1,"SIG"
"1355","IPC2002-Rovers-roverprob5783","IPC2002","Rovers","roverprob5783",1,32,1,0,9,6,1,"SIG"
"1356","IPC2002-Rovers-roverprob6232","IPC2002","Rovers","roverprob6232",1,8,1,1,6,5,1,"SGCP"
"1357","IPC2002-Rovers-roverprob6283","IPC2002","Rovers","roverprob6283",1,56,1,0,7,6,1,"SIG"
"1358","IPC2002-Rovers-roverprob6523","IPC2002","Rovers","roverprob6523",1,63,1,0,8,6,1,"SIG"
"1359","IPC2002-Rovers-roverprob7692","IPC2002","Rovers","roverprob7692",1,24,1,0,9,6,1,"SIG"
"1360","IPC2002-Rovers-roverprob76920","IPC2002","Rovers","roverprob76920",1,109,0,NA,NA,NA,NA,"SNG"
"1361","IPC2002-Rovers-roverprob76921","IPC2002","Rovers","roverprob76921",1,63,0,NA,NA,NA,NA,"SNG"
"1362","IPC2002-Rovers-roverprob76922","IPC2002","Rovers","roverprob76922",1,70,0,NA,NA,NA,NA,"SNG"
"1363","IPC2002-Rovers-roverprob76923","IPC2002","Rovers","roverprob76923",1,81,0,NA,NA,NA,NA,"SNG"
"1364","IPC2002-Rovers-roverprob76924","IPC2002","Rovers","roverprob76924",1,112,0,NA,NA,NA,NA,"SNG"
"1365","IPC2002-Rovers-roverprob76925","IPC2002","Rovers","roverprob76925",1,32,0,NA,NA,NA,NA,"SNG"
"1366","IPC2002-Rovers-roverprob76926","IPC2002","Rovers","roverprob76926",1,61,0,NA,NA,NA,NA,"SNG"
"1367","IPC2002-Rovers-roverprob76927","IPC2002","Rovers","roverprob76927",1,98,0,NA,NA,NA,NA,"SNG"
"1368","IPC2002-Rovers-roverprob76928","IPC2002","Rovers","roverprob76928",1,74,0,NA,NA,NA,NA,"SNG"
"1369","IPC2002-Rovers-roverprob76929","IPC2002","Rovers","roverprob76929",1,56,0,NA,NA,NA,NA,"SNG"
"1370","IPC2002-Rovers-roverprob9265","IPC2002","Rovers","roverprob9265",1,24,1,1,8,6,1,"SGCP"
"1371","IPC2002-satellite-strips-sat-u-1","IPC2002","satellite","strips-sat-u-1",1,74,1,1,3,3,1,"SGCP"
"1372","IPC2002-satellite-strips-sat-u-10","IPC2002","satellite","strips-sat-u-10",1,231,0,0,0,0,1,"SNG"
"1373","IPC2002-satellite-strips-sat-u-11","IPC2002","satellite","strips-sat-u-11",1,272,0,0,0,0,1,"SNG"
"1374","IPC2002-satellite-strips-sat-u-12","IPC2002","satellite","strips-sat-u-12",1,369,0,0,0,0,1,"SNG"
"1375","IPC2002-satellite-strips-sat-u-13","IPC2002","satellite","strips-sat-u-13",1,466,0,0,0,0,1,"SNG"
"1376","IPC2002-satellite-strips-sat-u-14","IPC2002","satellite","strips-sat-u-14",1,288,0,0,0,0,1,"SNG"
"1377","IPC2002-satellite-strips-sat-u-15","IPC2002","satellite","strips-sat-u-15",1,382,0,0,0,0,1,"SNG"
"1378","IPC2002-satellite-strips-sat-u-16","IPC2002","satellite","strips-sat-u-16",1,362,0,0,0,0,1,"SNG"
"1379","IPC2002-satellite-strips-sat-u-2","IPC2002","satellite","strips-sat-u-2",1,92,1,1,3,3,1,"SGCP"
"1380","IPC2002-satellite-strips-sat-u-3","IPC2002","satellite","strips-sat-u-3",1,103,1,1,3,3,1,"SGCP"
"1381","IPC2002-satellite-strips-sat-u-4","IPC2002","satellite","strips-sat-u-4",1,139,0,0,0,0,1,"SNG"
"1382","IPC2002-satellite-strips-sat-u-5","IPC2002","satellite","strips-sat-u-5",1,127,0,0,0,0,1,"SNG"
"1383","IPC2002-satellite-strips-sat-u-6","IPC2002","satellite","strips-sat-u-6",1,138,0,0,0,0,1,"SNG"
"1384","IPC2002-satellite-strips-sat-u-7","IPC2002","satellite","strips-sat-u-7",1,137,0,0,0,0,1,"SNG"
"1385","IPC2002-satellite-strips-sat-u-8","IPC2002","satellite","strips-sat-u-8",1,193,0,0,0,0,1,"SNG"
"1386","IPC2002-satellite-strips-sat-u-9","IPC2002","satellite","strips-sat-u-9",1,192,0,0,0,0,1,"SNG"
"1387","IPC2002-satellite-strips-sat-x-1","IPC2002","satellite","strips-sat-x-1",1,9,1,1,3,3,1,"SGCP"
"1407","IPC2002-satellite-strips-sat-x-10","IPC2002","satellite","strips-sat-x-10",1,30,0,NA,NA,NA,NA,"SNG"
"1408","IPC2002-satellite-strips-sat-x-11","IPC2002","satellite","strips-sat-x-11",1,32,0,NA,NA,NA,NA,"SNG"
"1409","IPC2002-satellite-strips-sat-x-12","IPC2002","satellite","strips-sat-x-12",1,43,0,NA,NA,NA,NA,"SNG"
"1410","IPC2002-satellite-strips-sat-x-13","IPC2002","satellite","strips-sat-x-13",1,60,0,NA,NA,NA,NA,"SNG"
"1411","IPC2002-satellite-strips-sat-x-14","IPC2002","satellite","strips-sat-x-14",1,41,0,NA,NA,NA,NA,"SNG"
"1412","IPC2002-satellite-strips-sat-x-15","IPC2002","satellite","strips-sat-x-15",1,48,0,NA,NA,NA,NA,"SNG"
