com,dom,gn,fap,pl,gl
IPC2000,elevator,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,12
IPC2000,elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,11
IPC2000,elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,11
IPC2000,elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,11
IPC2000,elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,11
IPC2000,elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,11
IPC2000,elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,11
IPC2000,elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,11
IPC2000,elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,11
IPC2000,elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,11
IPC2000,elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,11
IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
IPC2000,elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
IPC2000,elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,10
IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,10
IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,10
IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,10
IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
IPC2000,elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,10
IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,7,6
IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,7,6
IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,5,7,6
IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,5,7,6
IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5,7,6
IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5,7,6
IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,5,7,6
IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,5,7,6
IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,7,6
IPC2000,elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,7,6
IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,0,9
IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,0,9
IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,0,9
IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,0,9
IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,9
IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,10,8
IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,10,8
IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,11,10
IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,11,10
IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5,10,8
IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5,10,8
IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,10,9
IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,10,9
IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5,10,8
IPC2000,elevator,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5,10,8
IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,14,12
IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6,14,12
IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,13,11
IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6,13,11
IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,15,14
IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6,15,14
IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,15,14
IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6,15,14
IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,14
IPC2000,elevator,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6,0,14
IPC2000,freecell,freecell-10-1,0,0,0
IPC2000,freecell,freecell-10-1,0,0,0
IPC2000,freecell,freecell-10-2,0,0,0
IPC2000,freecell,freecell-10-2,0,0,0
IPC2000,freecell,freecell-10-3,0,0,0
IPC2000,freecell,freecell-10-3,0,0,0
IPC2000,freecell,freecell-10-4,0,0,0
IPC2000,freecell,freecell-10-4,0,0,0
IPC2000,freecell,freecell-10-5,0,0,0
IPC2000,freecell,freecell-10-5,0,0,0
IPC2000,freecell,freecell-11-1,0,0,0
IPC2000,freecell,freecell-11-1,0,0,0
IPC2000,freecell,freecell-11-2,0,0,0
IPC2000,freecell,freecell-11-2,0,0,0
IPC2000,freecell,freecell-11-3,0,0,0
IPC2000,freecell,freecell-11-3,0,0,0
IPC2000,freecell,freecell-11-4,0,0,0
IPC2000,freecell,freecell-11-4,0,0,0
IPC2000,freecell,freecell-11-5,0,0,0
IPC2000,freecell,freecell-11-5,0,0,0
IPC2000,freecell,freecell-12-1,0,0,0
IPC2000,freecell,freecell-12-1,0,0,0
IPC2000,freecell,freecell-12-2,0,0,0
IPC2000,freecell,freecell-12-2,0,0,0
IPC2000,freecell,freecell-12-3,0,0,0
IPC2000,freecell,freecell-12-3,0,0,0
IPC2000,freecell,freecell-12-4,0,0,0
IPC2000,freecell,freecell-12-4,0,0,0
IPC2000,freecell,freecell-12-5,0,0,0
IPC2000,freecell,freecell-12-5,0,0,0
IPC2000,freecell,freecell-13-1,0,0,0
IPC2000,freecell,freecell-13-1,0,0,0
IPC2000,freecell,freecell-13-2,0,0,0
IPC2000,freecell,freecell-13-2,0,0,0
IPC2000,freecell,freecell-13-3,0,0,0
IPC2000,freecell,freecell-13-3,0,0,0
IPC2000,freecell,freecell-13-4,0,0,0
IPC2000,freecell,freecell-13-4,0,0,0
IPC2000,freecell,freecell-13-5,0,0,0
IPC2000,freecell,freecell-13-5,0,0,0
IPC2000,freecell,freecell-2-1,4,9,6
IPC2000,freecell,freecell-2-1,4,9,6
IPC2000,freecell,freecell-2-2,4,8,6
IPC2000,freecell,freecell-2-2,4,8,6
IPC2000,freecell,freecell-2-3,4,9,5
IPC2000,freecell,freecell-2-3,4,9,5
IPC2000,freecell,freecell-2-4,4,9,6
IPC2000,freecell,freecell-2-4,4,9,6
IPC2000,freecell,freecell-2-5,4,9,6
IPC2000,freecell,freecell-2-5,4,9,6
IPC2000,freecell,freecell-3-1,6,0,10
IPC2000,freecell,freecell-3-1,6,0,10
IPC2000,freecell,freecell-3-2,5,0,10
IPC2000,freecell,freecell-3-2,5,0,10
IPC2000,freecell,freecell-3-3,5,0,10
IPC2000,freecell,freecell-3-3,5,0,10
IPC2000,freecell,freecell-3-4,4,0,10
IPC2000,freecell,freecell-3-4,4,0,10
IPC2000,freecell,freecell-3-5,5,0,10
IPC2000,freecell,freecell-3-5,5,0,10
IPC2000,freecell,freecell-4-1,7,0,10
IPC2000,freecell,freecell-4-1,7,0,10
IPC2000,freecell,freecell-4-2,6,0,10
IPC2000,freecell,freecell-4-2,6,0,10
IPC2000,freecell,freecell-4-3,6,0,11
IPC2000,freecell,freecell-4-3,6,0,11
IPC2000,freecell,freecell-4-4,6,0,10
IPC2000,freecell,freecell-4-4,6,0,10
IPC2000,freecell,freecell-4-5,6,0,11
IPC2000,freecell,freecell-4-5,6,0,11
IPC2000,freecell,freecell-5-1,8,0,10
IPC2000,freecell,freecell-5-1,8,0,10
IPC2000,freecell,freecell-5-2,7,0,10
IPC2000,freecell,freecell-5-2,7,0,10
IPC2000,freecell,freecell-5-3,8,0,10
IPC2000,freecell,freecell-5-3,8,0,10
IPC2000,freecell,freecell-5-4,7,0,10
IPC2000,freecell,freecell-5-4,7,0,10
IPC2000,freecell,freecell-5-5,9,0,10
IPC2000,freecell,freecell-5-5,9,0,10
IPC2000,freecell,freecell-6-1,10,0,10
IPC2000,freecell,freecell-6-1,10,0,10
IPC2000,freecell,freecell-6-2,9,0,10
IPC2000,freecell,freecell-6-2,9,0,10
IPC2000,freecell,freecell-6-3,9,0,10
IPC2000,freecell,freecell-6-3,9,0,10
IPC2000,freecell,freecell-6-4,9,0,10
IPC2000,freecell,freecell-6-4,9,0,10
IPC2000,freecell,freecell-6-5,10,0,11
IPC2000,freecell,freecell-6-5,10,0,11
IPC2000,freecell,freecell-7-1,11,0,11
IPC2000,freecell,freecell-7-1,11,0,11
IPC2000,freecell,freecell-7-2,10,0,10
IPC2000,freecell,freecell-7-2,10,0,10
IPC2000,freecell,freecell-7-3,10,0,10
IPC2000,freecell,freecell-7-3,10,0,10
IPC2000,freecell,freecell-7-4,11,0,11
IPC2000,freecell,freecell-7-4,11,0,11
IPC2000,freecell,freecell-7-5,11,0,12
IPC2000,freecell,freecell-7-5,11,0,12
IPC2000,freecell,freecell-8-1,12,0,12
IPC2000,freecell,freecell-8-1,12,0,12
IPC2000,freecell,freecell-8-2,12,0,12
IPC2000,freecell,freecell-8-2,12,0,12
IPC2000,freecell,freecell-8-3,11,0,11
IPC2000,freecell,freecell-8-3,11,0,12
IPC2000,freecell,freecell-8-4,0,0,0
IPC2000,freecell,freecell-8-4,0,0,0
IPC2000,freecell,freecell-8-5,0,0,0
IPC2000,freecell,freecell-8-5,0,0,0
IPC2000,freecell,freecell-9-1,0,0,0
IPC2000,freecell,freecell-9-1,0,0,0
IPC2000,freecell,freecell-9-2,0,0,0
IPC2000,freecell,freecell-9-2,0,0,0
IPC2000,freecell,freecell-9-3,0,0,0
IPC2000,freecell,freecell-9-3,0,0,0
IPC2000,freecell,freecell-9-4,0,0,0
IPC2000,freecell,freecell-9-4,0,0,0
IPC2000,freecell,freecell-9-5,0,0,0
IPC2000,freecell,freecell-9-5,0,0,0
IPC2000,logistics,logistics-10-0,0,0,0
IPC2000,logistics,logistics-10-0,10,53,15
IPC2000,logistics,logistics-100-0,0,0,0
IPC2000,logistics,logistics-100-1,0,0,0
IPC2000,logistics,logistics-10-1,10,42,12
IPC2000,logistics,logistics-10-1,0,0,0
IPC2000,logistics,logistics-11-0,0,0,0
IPC2000,logistics,logistics-11-0,10,50,13
IPC2000,logistics,logistics-11-1,10,63,15
IPC2000,logistics,logistics-11-1,0,0,0
IPC2000,logistics,logistics-12-0,10,43,12
IPC2000,logistics,logistics-12-0,0,0,0
IPC2000,logistics,logistics-12-1,10,70,15
IPC2000,logistics,logistics-12-1,0,0,0
IPC2000,logistics,logistics-13-0,9,88,15
IPC2000,logistics,logistics-13-0,0,0,0
IPC2000,logistics,logistics-13-1,9,68,13
IPC2000,logistics,logistics-13-1,0,0,0
IPC2000,logistics,logistics-14-0,9,66,12
IPC2000,logistics,logistics-14-0,0,0,0
IPC2000,logistics,logistics-14-1,9,77,13
IPC2000,logistics,logistics-14-1,0,0,0
IPC2000,logistics,logistics-15-0,0,0,0
IPC2000,logistics,logistics-15-0,9,86,14
IPC2000,logistics,logistics-15-1,9,73,12
IPC2000,logistics,logistics-15-1,0,0,0
IPC2000,logistics,logistics-16-0,0,0,0
IPC2000,logistics,logistics-16-0,9,0,21
IPC2000,logistics,logistics-16-1,0,0,0
IPC2000,logistics,logistics-16-1,9,0,21
IPC2000,logistics,logistics-17-0,0,0,0
IPC2000,logistics,logistics-17-0,9,0,21
IPC2000,logistics,logistics-17-1,0,0,0
IPC2000,logistics,logistics-17-1,9,0,20
IPC2000,logistics,logistics-18-0,0,0,0
IPC2000,logistics,logistics-18-0,9,0,21
IPC2000,logistics,logistics-18-1,9,86,15
IPC2000,logistics,logistics-18-1,0,0,0
IPC2000,logistics,logistics-19-0,0,0,0
IPC2000,logistics,logistics-19-0,9,0,18
IPC2000,logistics,logistics-19-1,0,0,0
IPC2000,logistics,logistics-19-1,9,0,18
IPC2000,logistics,logistics-20-0,0,0,0
IPC2000,logistics,logistics-20-0,9,0,18
IPC2000,logistics,logistics-20-1,0,0,0
IPC2000,logistics,logistics-20-1,9,0,17
IPC2000,logistics,logistics-21-0,0,0,0
IPC2000,logistics,logistics-21-0,9,0,17
IPC2000,logistics,logistics-21-1,0,0,0
IPC2000,logistics,logistics-21-1,9,0,17
IPC2000,logistics,logistics-22-0,9,0,16
IPC2000,logistics,logistics-22-0,0,0,0
IPC2000,logistics,logistics-22-1,0,0,0
IPC2000,logistics,logistics-22-1,9,0,15
IPC2000,logistics,logistics-23-0,9,0,15
IPC2000,logistics,logistics-23-0,0,0,0
IPC2000,logistics,logistics-23-1,9,0,15
IPC2000,logistics,logistics-23-1,0,0,0
IPC2000,logistics,logistics-24-0,0,0,0
IPC2000,logistics,logistics-24-0,9,0,15
IPC2000,logistics,logistics-24-1,0,0,0
IPC2000,logistics,logistics-24-1,9,0,15
IPC2000,logistics,logistics-25-0,9,0,14
IPC2000,logistics,logistics-25-0,0,0,0
IPC2000,logistics,logistics-25-1,9,0,14
IPC2000,logistics,logistics-25-1,0,0,0
IPC2000,logistics,logistics-26-0,0,0,0
IPC2000,logistics,logistics-26-0,9,0,13
IPC2000,logistics,logistics-26-1,0,0,0
IPC2000,logistics,logistics-26-1,9,0,13
IPC2000,logistics,logistics-27-0,9,0,13
IPC2000,logistics,logistics-27-0,0,0,0
IPC2000,logistics,logistics-27-1,0,0,0
IPC2000,logistics,logistics-27-1,9,0,13
IPC2000,logistics,logistics-28-0,0,0,0
IPC2000,logistics,logistics-28-0,9,0,13
IPC2000,logistics,logistics-28-1,9,0,13
IPC2000,logistics,logistics-28-1,0,0,0
IPC2000,logistics,logistics-29-0,0,0,0
IPC2000,logistics,logistics-29-0,9,0,13
IPC2000,logistics,logistics-29-1,0,0,0
IPC2000,logistics,logistics-29-1,9,0,13
IPC2000,logistics,logistics-30-0,0,0,0
IPC2000,logistics,logistics-30-0,9,0,13
IPC2000,logistics,logistics-30-1,0,0,0
IPC2000,logistics,logistics-30-1,9,0,13
IPC2000,logistics,logistics-31-0,0,0,0
IPC2000,logistics,logistics-31-0,9,0,12
IPC2000,logistics,logistics-31-1,0,0,0
IPC2000,logistics,logistics-31-1,9,0,13
IPC2000,logistics,logistics-32-0,0,0,0
IPC2000,logistics,logistics-32-0,9,0,12
IPC2000,logistics,logistics-32-1,9,0,12
IPC2000,logistics,logistics-32-1,0,0,0
IPC2000,logistics,logistics-33-0,9,0,12
IPC2000,logistics,logistics-33-0,0,0,0
IPC2000,logistics,logistics-33-1,9,0,12
IPC2000,logistics,logistics-33-1,0,0,0
IPC2000,logistics,logistics-34-0,0,0,0
IPC2000,logistics,logistics-34-0,9,0,12
IPC2000,logistics,logistics-34-1,0,0,0
IPC2000,logistics,logistics-34-1,9,0,12
IPC2000,logistics,logistics-35-0,9,0,12
IPC2000,logistics,logistics-35-0,0,0,0
IPC2000,logistics,logistics-35-1,0,0,0
IPC2000,logistics,logistics-35-1,9,0,12
IPC2000,logistics,logistics-36-0,9,0,12
IPC2000,logistics,logistics-36-0,0,0,0
IPC2000,logistics,logistics-36-1,9,0,12
IPC2000,logistics,logistics-36-1,0,0,0
