Planner,P2,Problem,Time,# Steps
hsp,HSP2,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,39.06,98
hsp,HSP2,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,36.4,98
hsp,HSP2,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,35.43,88
hsp,HSP2,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,34.71,92
hsp,HSP2,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,51.16,94
hsp,HSP2,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,41.72,86
hsp,HSP2,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,42.16,90
hsp,HSP2,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,40.81,88
hsp,HSP2,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,41.55,90
hsp,HSP2,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,51.85,100
hsp,HSP2,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,51.6,98
hsp,HSP2,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,46.18,90
hsp,HSP2,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,59.07,100
hsp,HSP2,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,51.66,102
hsp,HSP2,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.02,12
hsp,HSP2,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.02,10
hsp,HSP2,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.02,12
hsp,HSP2,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.01,9
hsp,HSP2,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.02,11
hsp,HSP2,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,57.38,94
hsp,HSP2,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,59.48,100
hsp,HSP2,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,55.83,88
hsp,HSP2,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,64.38,104
hsp,HSP2,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,62.93,106
hsp,HSP2,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.02,14
hsp,HSP2,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.03,11
hsp,HSP2,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.03,16
hsp,HSP2,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.03,16
hsp,HSP2,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.02,16
talplan,TALplanner,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.085,18
talplan,TALplanner,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.075,20
talplan,TALplanner,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.085,13
talplan,TALplanner,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.085,17
talplan,TALplanner,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.075,15
talplan,TALplanner,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.075,19
talplan,TALplanner,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.085,16
talplan,TALplanner,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.085,21
talplan,TALplanner,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.085,22
talplan,TALplanner,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.085,16
talplan,TALplanner,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.085,23
talplan,TALplanner,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.085,24
talplan,TALplanner,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.085,24
talplan,TALplanner,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.085,21
talplan,TALplanner,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.085,23
talplan,TALplanner,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.095,24
talplan,TALplanner,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.085,24
talplan,TALplanner,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.095,22
talplan,TALplanner,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.095,30
talplan,TALplanner,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.085,23
talplan,TALplanner,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.085,23
talplan,TALplanner,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.095,27
talplan,TALplanner,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.095,28
talplan,TALplanner,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.095,29
talplan,TALplanner,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.085,25
talplan,TALplanner,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.075,4
talplan,TALplanner,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.075,3
talplan,TALplanner,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.065,4
talplan,TALplanner,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.075,4
talplan,TALplanner,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.065,4
talplan,TALplanner,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.165,35
talplan,TALplanner,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.105,32
talplan,TALplanner,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,1.005,34
talplan,TALplanner,mixed-f20-p10-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.105,33
talplan,TALplanner,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.105,31
talplan,TALplanner,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.095,40
talplan,TALplanner,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.125,35
talplan,TALplanner,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.855,38
talplan,TALplanner,mixed-f22-p11-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.215,37
talplan,TALplanner,mixed-f24-p12-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.235,40
talplan,TALplanner,mixed-f24-p12-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.395,43
talplan,TALplanner,mixed-f24-p12-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.105,41
talplan,TALplanner,mixed-f24-p12-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.105,38
talplan,TALplanner,mixed-f24-p12-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.105,37
talplan,TALplanner,mixed-f26-p13-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.675,42
talplan,TALplanner,mixed-f26-p13-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.105,40
talplan,TALplanner,mixed-f26-p13-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.105,44
talplan,TALplanner,mixed-f26-p13-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.115,44
talplan,TALplanner,mixed-f26-p13-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.115,40
talplan,TALplanner,mixed-f28-p14-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.215,44
talplan,TALplanner,mixed-f28-p14-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.115,43
talplan,TALplanner,mixed-f28-p14-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.115,47
talplan,TALplanner,mixed-f28-p14-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.215,43
talplan,TALplanner,mixed-f28-p14-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.105,44
talplan,TALplanner,mixed-f30-p15-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.115,48
talplan,TALplanner,mixed-f30-p15-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.115,51
talplan,TALplanner,mixed-f30-p15-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.205,44
talplan,TALplanner,mixed-f30-p15-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.135,46
talplan,TALplanner,mixed-f30-p15-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,1.355,41
talplan,TALplanner,mixed-f32-p16-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,20.585,56
talplan,TALplanner,mixed-f32-p16-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.125,47
talplan,TALplanner,mixed-f32-p16-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.145,54
talplan,TALplanner,mixed-f32-p16-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.135,56
talplan,TALplanner,mixed-f34-p17-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.215,56
talplan,TALplanner,mixed-f34-p17-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.135,53
talplan,TALplanner,mixed-f34-p17-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.145,59
talplan,TALplanner,mixed-f34-p17-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.375,54
talplan,TALplanner,mixed-f36-p18-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.145,61
talplan,TALplanner,mixed-f36-p18-u20-v5-g5-a60-n10-a20-b80-n50-f5-r10,0.145,59
talplan,TALplanner,mixed-f36-p18-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.155,64
talplan,TALplanner,mixed-f36-p18-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.145,61
talplan,TALplanner,mixed-f36-p18-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.145,59
talplan,TALplanner,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,154.621,65
talplan,TALplanner,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,46.445,60
talplan,TALplanner,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,1.185,64
talplan,TALplanner,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.155,58
talplan,TALplanner,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.155,64
talplan,TALplanner,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.065,6
talplan,TALplanner,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.075,7
talplan,TALplanner,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.065,7
talplan,TALplanner,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.065,6
talplan,TALplanner,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.075,8
talplan,TALplanner,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.235,70
talplan,TALplanner,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.185,64
talplan,TALplanner,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.185,66
talplan,TALplanner,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.165,66
talplan,TALplanner,mixed-f42-p21-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.325,72
talplan,TALplanner,mixed-f42-p21-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.175,70
talplan,TALplanner,mixed-f42-p21-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.185,64
talplan,TALplanner,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.205,72
talplan,TALplanner,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.645,72
talplan,TALplanner,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.185,68
talplan,TALplanner,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.195,74
talplan,TALplanner,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,2.355,76
talplan,TALplanner,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.205,74
talplan,TALplanner,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.195,86
talplan,TALplanner,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.185,74
talplan,TALplanner,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,40.565,76
talplan,TALplanner,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.295,78
talplan,TALplanner,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.445,78
talplan,TALplanner,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,3.825,80
talplan,TALplanner,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.635,80
talplan,TALplanner,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.205,74
talplan,TALplanner,mixed-f50-p25-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.215,90
talplan,TALplanner,mixed-f50-p25-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.255,84
talplan,TALplanner,mixed-f50-p25-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.215,84
talplan,TALplanner,mixed-f50-p25-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,1.215,76
talplan,TALplanner,mixed-f52-p26-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,12.205,90
talplan,TALplanner,mixed-f52-p26-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,1.955,90
talplan,TALplanner,mixed-f52-p26-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.305,88
talplan,TALplanner,mixed-f52-p26-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.275,86
talplan,TALplanner,mixed-f52-p26-u20-v5-g5-a60-n10-a20-b80-n50-f5-r80,0.245,80
talplan,TALplanner,mixed-f54-p27-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.355,94
talplan,TALplanner,mixed-f54-p27-u20-v5-g5-a60-n10-a20-b80-n50-f5-r10,0.285,86
talplan,TALplanner,mixed-f54-p27-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,16.115,88
talplan,TALplanner,mixed-f54-p27-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.315,86
talplan,TALplanner,mixed-f56-p28-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,1.005,94
talplan,TALplanner,mixed-f56-p28-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.245,88
talplan,TALplanner,mixed-f56-p28-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.495,92
talplan,TALplanner,mixed-f58-p29-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.285,102
talplan,TALplanner,mixed-f58-p29-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.305,96
talplan,TALplanner,mixed-f58-p29-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.275,88
talplan,TALplanner,mixed-f58-p29-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.275,100
talplan,TALplanner,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.075,10
talplan,TALplanner,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.075,10
talplan,TALplanner,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.075,8
talplan,TALplanner,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.075,9
talplan,TALplanner,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.065,9
talplan,TALplanner,mixed-f60-p30-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.505,94
talplan,TALplanner,mixed-f60-p30-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.465,106
talplan,TALplanner,mixed-f60-p30-u20-v5-g5-a60-n10-a20-b80-n50-f5-r30,0.545,98
talplan,TALplanner,mixed-f60-p30-u20-v5-g5-a60-n10-a20-b80-n50-f5-r40,0.295,98
talplan,TALplanner,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.075,12
talplan,TALplanner,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.075,11
talplan,TALplanner,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.075,14
talplan,TALplanner,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.065,16
talplan,TALplanner,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.075,16
propplan,PropPlan,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.025,4
propplan,PropPlan,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.025,4
propplan,PropPlan,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.025,4
propplan,PropPlan,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.025,4
propplan,PropPlan,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.1,3
propplan,PropPlan,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.1,6
propplan,PropPlan,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.2,6
propplan,PropPlan,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.2,6
propplan,PropPlan,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.2,6
propplan,PropPlan,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.2,6
propplan,PropPlan,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.5,8
propplan,PropPlan,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.6,10
propplan,PropPlan,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.5,8
propplan,PropPlan,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.5,9
propplan,PropPlan,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.6,8
propplan,PropPlan,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,1.3,12
propplan,PropPlan,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,1.4,11
propplan,PropPlan,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,1.6,14
propplan,PropPlan,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,1.6,14
propplan,PropPlan,mixed-f8-p4-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,1.6,14
propplan,PropPlan,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,3.6,16
propplan,PropPlan,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,4.1,18
propplan,PropPlan,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,3.1,13
propplan,PropPlan,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,3.9,15
propplan,PropPlan,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,3.1,12
propplan,PropPlan,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,11.1,17
propplan,PropPlan,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,10.3,14
propplan,PropPlan,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,11.7,18
propplan,PropPlan,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,11.3,16
propplan,PropPlan,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,10,14
propplan,PropPlan,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,51.7,19
propplan,PropPlan,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,60.6,22
propplan,PropPlan,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,52,20
propplan,PropPlan,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,53.4,19
propplan,PropPlan,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,52.2,19
propplan,PropPlan,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,202.6,20
propplan,PropPlan,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,202.2,22
propplan,PropPlan,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,203.2,20
propplan,PropPlan,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,214.1,26
propplan,PropPlan,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,206.6,21
propplan,PropPlan,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,685.1,23
propplan,PropPlan,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,711.4,25
propplan,PropPlan,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,692.9,24
propplan,PropPlan,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,711,25
propplan,PropPlan,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,750.6,22
ipp,IPP,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.6,16
ipp,IPP,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.76,18
ipp,IPP,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.35,13
ipp,IPP,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.51,15
ipp,IPP,mixed-f10-p5-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.2,12
ipp,IPP,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,2.93,17
ipp,IPP,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,1.59,14
ipp,IPP,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,4.14,18
ipp,IPP,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,4.13,16
ipp,IPP,mixed-f12-p6-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,2.22,14
ipp,IPP,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,19.74,19
ipp,IPP,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,36,22
ipp,IPP,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,24.15,20
ipp,IPP,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,17.72,19
ipp,IPP,mixed-f14-p7-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,17.56,19
ipp,IPP,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,95.23,20
ipp,IPP,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,142.9,22
ipp,IPP,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,101.59,20
ipp,IPP,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,255.45,26
ipp,IPP,mixed-f16-p8-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,134.72,21
ipp,IPP,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,127.87,23
ipp,IPP,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,313.73,25
ipp,IPP,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,393.52,24
ipp,IPP,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,468.76,25
ipp,IPP,mixed-f18-p9-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,240.7,22
ipp,IPP,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0,4
ipp,IPP,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.01,3
ipp,IPP,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.01,4
ipp,IPP,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0,4
ipp,IPP,mixed-f2-p1-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.01,4
ipp,IPP,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.01,6
ipp,IPP,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.01,6
ipp,IPP,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.01,6
ipp,IPP,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.01,6
ipp,IPP,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.01,6
ipp,IPP,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,0.01,8
ipp,IPP,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,0.02,10
ipp,IPP,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0.02,8
ipp,IPP,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,0.02,9
ipp,IPP,mixed-f6-p3-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,0.02,8
