"","com","planner","dom","gn","Class","Cfactor","Cresp","Ctran","R2","Dist"
"436","IPC1998","ipp","mprime","strips-mprime-x-8",0,"D","Time","D^10vTime^-0.2",0.997408568593072,0
"437","IPC1998","ipp","mprime","strips-mprime-x-9",0,"D","Time","D^10vTime^-0.2",0.997408568593072,0
"438","IPC1998","stan","mprime","strips-mprime-x-9",0,"D","Time","D^10vTime^-0.2",0.916635546123213,0
"439","IPC1998","hsp","mprime","strips-mprime-x-9",0,"D","Time","D^10vTime^-0.2",0.112969893421301,0
"440","IPC1998","blackbox","mprime","strips-mprime-x-9",0,"D","Time","D^10vTime^-0.2",0.0916724559710548,0
"478","IPC1998","stan","mystery","strips-mysty-x-13",0,"D","Time","D^10vTime^-0.2",0.185115916563935,0
"501","IPC1998","blackbox","mystery","strips-mysty-x-19",0,"D","Time","D^10vTime^-0.2",0.876900499760295,0
"502","IPC1998","stan","mystery","strips-mysty-x-19",0,"D","Time","D^10vTime^-0.2",0.185115916563935,0
"503","IPC1998","ipp","mystery","strips-mysty-x-19",0,"D","Time","D^10vTime^-0.2",0.89313415327818,0
"505","IPC1998","ipp","mystery","strips-mysty-x-2",0,"D","Time","D^10vTime^-0.2",0.89313415327818,0
"506","IPC1998","stan","mystery","strips-mysty-x-2",0,"D","Time","D^10vTime^-0.2",0.185115916563935,0
"507","IPC1998","hsp","mystery","strips-mysty-x-2",0,"D","Time","D^10vTime^-0.2",0.771981082074904,0
"508","IPC1998","blackbox","mystery","strips-mysty-x-2",0,"D","Time","D^10vTime^-0.2",0.876900499760295,0
"533","IPC1998","hsp","mystery","strips-mysty-x-26",0,"D","Time","D^10vTime^-0.2",0.771981082074904,0
"534","IPC1998","stan","mystery","strips-mysty-x-26",0,"D","Time","D^10vTime^-0.2",0.185115916563935,0
"535","IPC1998","blackbox","mystery","strips-mysty-x-26",0,"D","Time","D^10vTime^-0.2",0.876900499760295,0
"536","IPC1998","ipp","mystery","strips-mysty-x-26",0,"D","Time","D^10vTime^-0.2",0.89313415327818,0
"537","IPC1998","ipp","mystery","strips-mysty-x-27",0,"D","Time","D^10vTime^-0.2",0.89313415327818,0
"538","IPC1998","hsp","mystery","strips-mysty-x-27",0,"D","Time","D^10vTime^-0.2",0.771981082074904,0
"539","IPC1998","blackbox","mystery","strips-mysty-x-27",0,"D","Time","D^10vTime^-0.2",0.876900499760295,0
"540","IPC1998","stan","mystery","strips-mysty-x-27",0,"D","Time","D^10vTime^-0.2",0.185115916563935,0
"553","IPC1998","ipp","mystery","strips-mysty-x-30",0,"D","Time","D^10vTime^-0.2",0.89313415327818,0
"554","IPC1998","stan","mystery","strips-mysty-x-30",0,"D","Time","D^10vTime^-0.2",0.185115916563935,0
"555","IPC1998","blackbox","mystery","strips-mysty-x-30",0,"D","Time","D^10vTime^-0.2",0.876900499760295,0
"556","IPC1998","hsp","mystery","strips-mysty-x-30",0,"D","Time","D^10vTime^-0.2",0.771981082074904,0
"577","IPC1998","blackbox","mystery","strips-mysty-x-9",0,"D","Time","D^10vTime^-0.2",0.876900499760295,0
"578","IPC1998","hsp","mystery","strips-mysty-x-9",0,"D","Time","D^10vTime^-0.2",0.771981082074904,0
"579","IPC1998","stan","mystery","strips-mysty-x-9",0,"D","Time","D^10vTime^-0.2",0.185115916563935,0
"580","IPC1998","ipp","mystery","strips-mysty-x-9",0,"D","Time","D^10vTime^-0.2",0.89313415327818,0
"1202","IPC2000","stan","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",0,"D","Time","D^10vTime^-0.2",0.0179253055535979,0
"1203","IPC2000","stan","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",0,"D","Time","D^10vTime^-0.2",0.0179253055535979,0
"1204","IPC2000","system-r","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,"D","Time","D^10vTime^-0.2",0.709673447441372,-34.5233830925801
"1205","IPC2000","system-r","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,"D","Time","D^10vTime^-0.2",0.709673447441372,-34.5233830925801
"1208","IPC2000","grt","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,"D","Time","D^10vTime^-0.2",0.367068589711871,-434.988127663727
"1209","IPC2000","grt","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,"D","Time","D^10vTime^-0.2",0.367068589711871,-434.988127663727
"1214","IPC2000","hsp","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,"D","Time","D^10vTime^-0.2",0.515848465621387,-11.014241088443
"1215","IPC2000","hsp","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,"D","Time","D^10vTime^-0.2",0.515848465621387,-11.014241088443
"1216","IPC2000","altalt","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",2,"D","Time","D^10vTime^-0.2",0.361106726825564,20.9761408422741
"1217","IPC2000","altalt","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",2,"D","Time","D^10vTime^-0.2",0.361106726825564,20.9761408422741
"1218","IPC2000","tokenplan","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,"D","Time","D^10vTime^-0.2",0.94889919224953,-713.670486048027
"1219","IPC2000","tokenplan","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,"D","Time","D^10vTime^-0.2",0.94889919224953,-713.670486048027
"1282","IPC2000","altalt","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",2,"D","Time","D^10vTime^-0.2",0.361106726825564,69.4246845581209
"1283","IPC2000","altalt","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",2,"D","Time","D^10vTime^-0.2",0.361106726825564,69.4246845581209
"1286","IPC2000","stan","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",0,"D","Time","D^10vTime^-0.2",0.0179253055535979,0
"1287","IPC2000","stan","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",0,"D","Time","D^10vTime^-0.2",0.0179253055535979,0
"1288","IPC2000","tokenplan","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,"D","Time","D^10vTime^-0.2",0.94889919224953,-20060.0524173786
"1289","IPC2000","tokenplan","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,"D","Time","D^10vTime^-0.2",0.94889919224953,-20060.0524173786
"1292","IPC2000","system-r","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,"D","Time","D^10vTime^-0.2",0.709673447441372,-178.256831456843
"1293","IPC2000","system-r","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,"D","Time","D^10vTime^-0.2",0.709673447441372,-178.256831456843
"1294","IPC2000","hsp","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,"D","Time","D^10vTime^-0.2",0.515848465621387,-53.5291093325259
"1295","IPC2000","hsp","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,"D","Time","D^10vTime^-0.2",0.515848465621387,-53.5291093325259
